event_id,station_name,event_time_ist,latitude,longitude,sentinel2_before_scene_count,sentinel2_after_scene_count,sentinel2_candidate_new_water_ha,sentinel2_net_water_change_ha,sentinel1_orbit,sentinel1_before_scene_count,sentinel1_after_scene_count,sentinel1_mean_vv_change_db,sentinel1_candidate_new_water_ha,satellite_evidence_score_0_100,satellite_evidence_class,satellite_evidence_status
lambagarh_2026_07_17,Lambagarh river station,2026-07-17 18:30:00,30.66472222,79.5175,3,3,21.16994797554764,-28.70216789737478,ASCENDING,2,2,0.5812051435773716,0.0686260192871093,8.67,INCONCLUSIVE_SATELLITE_EVIDENCE,INCONCLUSIVE_NO_WIDESPREAD_INUNDATION
