_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
2580,2580,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 21:00,0.5
2581,2581,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-08-2026 07:00,1.5
2582,2582,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-08-2026 14:00,7.5
2583,2583,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-08-2026 15:00,2.5
2584,2584,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-08-2026 16:00,7.5
2585,2585,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-08-2026 17:00,2
2586,2586,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-08-2026 06:00,9.5
2587,2587,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-08-2026 07:00,24.5
2588,2588,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-08-2026 08:00,12.5
2589,2589,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-08-2026 09:00,0.5
2590,2590,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-08-2026 23:00,16
2591,2591,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 00:00,2.5
2592,2592,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 15:00,2.5
2593,2593,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 16:00,3
2594,2594,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 18:00,0.5
2595,2595,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 19:00,4.5
2596,2596,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 20:00,2.5
2597,2597,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,16-08-2026 22:00,0.5
2598,2598,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 03:00,1
2599,2599,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 04:00,1.5
2600,2600,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 07:00,5
2601,2601,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 08:00,14
2602,2602,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 09:00,1.5
2603,2603,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 10:00,2.5
2604,2604,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-08-2026 11:00,3
2605,2605,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-08-2026 01:00,0.5
2606,2606,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-08-2026 18:00,3
2607,2607,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-08-2026 19:00,1.5
2608,2608,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-08-2026 15:00,1.5
2609,2609,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-08-2026 02:00,0.5
2610,2610,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-08-2026 05:00,2.5
2611,2611,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-08-2026 06:00,1
2612,2612,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-08-2026 07:00,1
2613,2613,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-08-2026 08:00,0.5
2614,2614,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,23-08-2026 15:00,3
2615,2615,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-08-2026 19:00,8.5
2616,2616,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-08-2026 20:00,4
2617,2617,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,25-08-2026 06:00,0.5
2618,2618,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-08-2026 16:00,0.5
2619,2619,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-08-2026 02:00,3
2620,2620,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-08-2026 03:00,5.5
2621,2621,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-08-2026 04:00,3
2622,2622,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-08-2026 05:00,1
2623,2623,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-08-2026 06:00,0.5
2624,2624,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 00:00,19
2625,2625,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 01:00,2
2626,2626,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 02:00,0.5
2627,2627,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 03:00,1
2628,2628,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 04:00,1
2629,2629,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 05:00,1
2630,2630,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 06:00,1.5
2631,2631,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 07:00,0.5
2632,2632,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 08:00,2
2633,2633,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 09:00,6
2634,2634,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 10:00,10.5
2635,2635,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 11:00,2
2636,2636,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 12:00,1.5
2637,2637,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 13:00,0.5
2638,2638,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 14:00,0.5
2639,2639,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-09-2026 15:00,1
2640,2640,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-09-2026 14:00,9.5
2641,2641,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-09-2026 15:00,6
2642,2642,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-09-2026 16:00,3
2643,2643,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-09-2026 13:00,0.5
2644,2644,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-09-2026 15:00,1
2645,2645,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-09-2026 16:00,1
2646,2646,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-09-2026 21:00,2
2647,2647,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 08:00,1
2648,2648,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 09:00,3
2649,2649,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 10:00,1
2650,2650,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 11:00,3
2651,2651,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 12:00,0.5
2652,2652,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 20:00,0.5
2653,2653,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 21:00,33.5
2654,2654,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 22:00,0.5
2655,2655,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-09-2026 23:00,2
2656,2656,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 01:00,0.5
2657,2657,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 17:00,0.5
2658,2658,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 18:00,1
2659,2659,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 19:00,3
2660,2660,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 21:00,4
2661,2661,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-09-2026 22:00,2
2662,2662,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-09-2026 05:00,0.5
2663,2663,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-09-2026 07:00,0.5
2664,2664,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-09-2026 08:00,3
2665,2665,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-09-2026 09:00,9
2666,2666,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-09-2026 10:00,2
2667,2667,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-09-2026 11:00,4
2668,2668,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-09-2026 12:00,1.5
5735,5735,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-05-2026 19:00,1
5736,5736,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-05-2026 20:00,0.5
5737,5737,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-05-2026 21:00,0.5
5738,5738,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-05-2026 22:00,0.5
