_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
2423,2423,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 02:00,5.5
2424,2424,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 03:00,4
2425,2425,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 04:00,4
2426,2426,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 05:00,5.5
2427,2427,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 06:00,6
2428,2428,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 07:00,4.5
2429,2429,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 08:00,4
2430,2430,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 09:00,3
2431,2431,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 10:00,1.5
2432,2432,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 13:00,0.5
2433,2433,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 15:00,0.5
2434,2434,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-07-2026 19:00,0.5
2435,2435,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-07-2026 21:00,0.5
2436,2436,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-07-2026 22:00,3
2437,2437,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-07-2026 23:00,16
2438,2438,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 00:00,2.5
2439,2439,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 02:00,8
2440,2440,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 03:00,6.5
2441,2441,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 04:00,5
2442,2442,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 05:00,1
2443,2443,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 08:00,0.5
2444,2444,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 09:00,4.5
2445,2445,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 10:00,8
2446,2446,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 11:00,9
2447,2447,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 12:00,0.5
2448,2448,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 17:00,0.5
2449,2449,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 22:00,1
2450,2450,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,11-07-2026 23:00,1.5
2451,2451,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,12-07-2026 00:00,5
2452,2452,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-07-2026 17:00,6
2453,2453,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-07-2026 18:00,25
2454,2454,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,14-07-2026 19:00,13.5
2455,2455,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-07-2026 18:00,4
2456,2456,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-07-2026 19:00,2
2457,2457,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,15-07-2026 20:00,0.5
2458,2458,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-07-2026 03:00,1
2459,2459,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,17-07-2026 04:00,1
2460,2460,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,18-07-2026 23:00,0.5
2461,2461,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 00:00,1
2462,2462,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 01:00,2
2463,2463,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 02:00,0.5
2464,2464,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 05:00,0.5
2465,2465,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 16:00,0.5
2466,2466,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 20:00,1.5
2467,2467,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 22:00,0.5
2468,2468,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,19-07-2026 23:00,0.5
2469,2469,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 00:00,1.5
2470,2470,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 01:00,0.5
2471,2471,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 02:00,2.5
2472,2472,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 03:00,28.5
2473,2473,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 04:00,12
2474,2474,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 05:00,2
2475,2475,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 06:00,1.5
2476,2476,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 07:00,0.5
2477,2477,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 19:00,15.5
2478,2478,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 20:00,8.5
2479,2479,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 21:00,4.5
2480,2480,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 22:00,4.5
2481,2481,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,20-07-2026 23:00,3
2482,2482,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-07-2026 00:00,1.5
2483,2483,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-07-2026 03:00,2.5
2484,2484,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-07-2026 09:00,0.5
2485,2485,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,21-07-2026 11:00,0.5
2486,2486,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 00:00,0.5
2487,2487,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 01:00,7.5
2488,2488,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 02:00,5.5
2489,2489,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 03:00,5.5
2490,2490,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 04:00,1
2491,2491,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 05:00,0.5
2492,2492,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 06:00,0.5
2493,2493,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,22-07-2026 07:00,0.5
2494,2494,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,23-07-2026 16:00,2.5
2495,2495,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,23-07-2026 20:00,1.5
2496,2496,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,23-07-2026 21:00,12.5
2497,2497,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 00:00,0.5
2498,2498,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 01:00,0.5
2499,2499,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 04:00,0.5
2500,2500,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 19:00,0.5
2501,2501,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 20:00,8
2502,2502,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,24-07-2026 21:00,0.5
2503,2503,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,25-07-2026 10:00,1
2504,2504,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 14:00,0.5
2505,2505,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 18:00,3
2506,2506,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 19:00,3.5
2507,2507,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 20:00,3
2508,2508,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 21:00,1
2509,2509,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,27-07-2026 22:00,1
2510,2510,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,28-07-2026 11:00,1
2511,2511,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 05:00,3.5
2512,2512,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 06:00,12.5
2513,2513,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 07:00,8.5
2514,2514,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 08:00,5
2515,2515,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 09:00,1
2516,2516,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 14:00,0.5
2517,2517,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 15:00,2.5
2518,2518,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,30-07-2026 16:00,3.5
2519,2519,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,31-07-2026 17:00,1
2520,2520,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-08-2026 05:00,0.5
2521,2521,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-08-2026 22:00,6.5
2522,2522,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,01-08-2026 23:00,26.5
2523,2523,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 00:00,14.5
2524,2524,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 01:00,4.5
2525,2525,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 02:00,10
2526,2526,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 03:00,2
2527,2527,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 20:00,1
2528,2528,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 21:00,8
2529,2529,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 22:00,6
2530,2530,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,02-08-2026 23:00,2
2531,2531,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 00:00,0.5
2532,2532,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 03:00,0.5
2533,2533,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 04:00,0.5
2534,2534,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 18:00,1.5
2535,2535,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 19:00,4.5
2536,2536,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 20:00,4.5
2537,2537,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 21:00,3
2538,2538,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 22:00,0.5
2539,2539,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,03-08-2026 23:00,1.5
2540,2540,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 00:00,3
2541,2541,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 01:00,1
2542,2542,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 02:00,1.5
2543,2543,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 03:00,0.5
2544,2544,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 04:00,0.5
2545,2545,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 05:00,1.5
2546,2546,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 08:00,1
2547,2547,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 09:00,3.5
2548,2548,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 10:00,0.5
2549,2549,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 11:00,1.5
2550,2550,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 12:00,1
2551,2551,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 16:00,17
2552,2552,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,04-08-2026 17:00,9
2553,2553,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 15:00,1
2554,2554,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 16:00,32
2555,2555,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 17:00,0.5
2556,2556,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 18:00,1.5
2557,2557,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 19:00,5
2558,2558,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,05-08-2026 23:00,6
2559,2559,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 00:00,2
2560,2560,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 01:00,3.5
2561,2561,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 02:00,11.5
2562,2562,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 03:00,9.5
2563,2563,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 05:00,13.5
2564,2564,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 06:00,12.5
2565,2565,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,06-08-2026 07:00,0.5
2566,2566,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-08-2026 16:00,1
2567,2567,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-08-2026 18:00,1
2568,2568,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-08-2026 19:00,0.5
2569,2569,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,07-08-2026 20:00,4
2570,2570,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-08-2026 22:00,4.5
2571,2571,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,09-08-2026 23:00,10.5
2572,2572,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 00:00,0.5
2573,2573,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 01:00,0.5
2574,2574,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 02:00,0.5
2575,2575,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 03:00,1.5
2576,2576,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 15:00,1
2577,2577,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 16:00,0.5
2578,2578,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 19:00,0.5
2579,2579,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.04500000,79.28550000,10-08-2026 20:00,1
