event_id,station_name,event_time_ist,event_date,district,latitude,longitude,river_risk_score_0_100,river_risk_level,rainfall_available,rainfall_risk_score_0_100,rainfall_risk_level,rainfall_observations,rainfall_max_mm,rainfall_mean_mm,rainfall_coverage_start,rainfall_coverage_end,landslide_hazard_score_0_100,landslide_hazard_max_score_0_100,landslide_probability_median,landslide_probability_max,landslide_hazard_level,landslide_slope_median_deg,landslide_slope_max_deg,landslide_elevation_median_m,landslide_cells_used,terrain_hazard_score_0_100,terrain_hazard_max_score_0_100,terrain_hazard_level,terrain_slope_median_deg,terrain_slope_max_deg,terrain_elevation_median_m,terrain_cells_used,river_weight,rainfall_weight,terrain_weight,trinetra_hazard_score_0_100,trinetra_hazard_level,satellite_evidence_score_0_100,satellite_evidence_class,satellite_evidence_status,sentinel2_candidate_new_water_ha,sentinel2_net_water_change_ha,sentinel1_mean_vv_change_db,sentinel1_candidate_new_water_ha,system_interpretation
lambagarh_2026_07_17,Lambagarh river station,2026-07-17 18:30:00,2026-07-17,Chamoli,30.66472222,79.5175,95.0,CRITICAL,True,,PARTIAL,5,1.0,0.7,2026-05-23,2026-09-13,51.485,99.84,0.027375802960480353,0.6142686342369692,MODERATE,,,,4948,58.25,88.25,MODERATE,41.37006187438965,76.4249038696289,2538.0,4948,0.4,0.3,0.3,,PARTIAL,8.67,INCONCLUSIVE_SATELLITE_EVIDENCE,INCONCLUSIVE_NO_WIDESPREAD_INUNDATION,21.16994797554764,-28.70216789737478,0.5812051435773716,0.0686260192871093,"TRINETRA overall hazard uses H = 0.40*River + 0.30*Rainfall + 0.30*Terrain. Terrain is derived from the local DEM hazard layer. Landslide remains a separate hazard layer and is not substituted for Terrain in the overall score. If any River, Rainfall, or Terrain component is unavailable for the event location/time, the overall result is marked PARTIAL rather than treating the missing component as zero. Satellite observations are retained as supporting evidence."
