pseudocode,sdmp_plan_yn,struct_safaud_yn,nonstr_safaud_yn,cctv_cam_yn,fire_ext_yn,nodal_tch_yn,safty_trng_yn,dismgmt_taug_yn,slfdef_grt_yn,slfdef_trained,guide_display_yn,tch_first_level_counsellor,safe_sec_audit,teacher_displaying_photo,vidya_pravesh,stu_atndnc_yn,tch_atndnc_yn,sch_youth_club_yn,sch_eco_club_yn,tch_icard_yn,self_cert_obtained_yn
4022352,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
5200959,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7381041,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5738978,1,1,1,1,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
6267319,1,2,2,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
3424304,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2899393,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4991196,1,2,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8189274,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4306891,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
2234513,1,1,1,2,1,1,1,1,1,26,1,1,2,1,1,2,2,1,1,1,1
9745975,1,1,1,1,1,1,1,1,1,71,1,1,3,1,1,2,2,1,1,1,1
5842103,1,2,2,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
7378947,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
7079597,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1
2653092,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5873668,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1764382,1,2,2,2,1,1,1,1,9,0,1,1,3,1,2,2,2,1,1,1,2
2201850,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2175501,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
5167900,1,1,1,2,1,1,1,1,1,38,1,1,2,1,1,2,2,1,1,1,1
2216471,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
6823028,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
5335363,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6702421,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4740697,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,1
8996501,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4144569,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
6713997,1,1,2,2,1,1,1,1,1,60,1,1,2,1,1,2,2,1,1,1,1
7496140,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6638579,1,1,2,1,1,1,1,1,1,22,1,1,3,1,1,2,3,1,1,1,1
4241087,1,1,1,1,1,1,1,1,1,55,1,1,1,1,1,2,3,1,1,1,1
8064538,1,1,1,2,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1
6063757,1,1,1,2,1,1,2,1,2,0,1,1,1,1,1,2,2,1,1,1,1
7629310,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6504365,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
3950955,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2402098,1,2,2,2,1,2,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
4417988,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5809092,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7726241,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,1
3711887,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5589046,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7518365,1,1,1,2,1,1,1,1,1,0,1,1,3,1,1,2,2,1,1,1,1
5245612,1,2,2,1,1,1,2,1,9,0,1,1,2,1,1,2,2,2,1,1,1
2431097,1,1,1,1,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
8440380,1,1,1,1,1,1,1,1,1,96,1,1,2,1,1,2,2,1,1,1,1
2468744,1,1,1,2,1,1,1,1,1,0,1,1,3,1,1,2,2,1,1,1,2
2054044,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
6569349,1,1,2,2,1,1,1,1,2,17,1,1,3,1,1,2,2,1,1,1,1
1711624,1,1,1,2,1,1,1,1,1,70,1,1,1,1,1,2,2,1,1,1,1
9321500,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
7521870,1,1,1,2,1,1,1,1,9,0,1,2,3,1,1,2,2,1,1,1,1
7044732,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5045214,1,2,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
6217618,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
9864627,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,2,1,2,2
7161773,1,1,2,2,1,1,2,1,2,0,1,1,5,1,1,2,2,1,1,1,1
6002127,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1594739,1,1,2,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
5974853,1,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,2
4935436,1,1,1,2,1,1,2,1,1,134,1,1,2,1,1,2,2,1,1,1,1
4285839,1,1,1,2,1,1,2,1,2,0,1,2,2,1,1,2,2,1,1,2,1
9735640,1,1,1,2,1,1,1,1,1,0,1,2,2,1,1,2,2,1,1,1,1
7508105,1,1,2,1,1,1,1,1,1,20,1,1,6,1,1,2,2,1,1,1,1
1330330,1,1,1,2,1,1,1,1,1,22,1,1,2,1,1,2,2,1,1,1,1
4831032,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
4275052,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
1014582,1,1,1,2,1,1,2,1,9,0,2,2,1,1,1,1,1,1,1,1,2
2359564,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
5261071,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,1,1,1,2
3346392,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4998196,1,1,1,2,1,1,1,1,9,0,2,2,4,1,1,2,2,2,1,1,1
2090125,1,1,2,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
2853788,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,2
1953133,1,1,2,2,1,1,1,1,2,0,1,2,1,1,1,2,2,1,1,1,1
4407423,1,1,1,2,1,1,1,1,1,25,1,1,2,1,1,2,2,1,1,1,1
5466335,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
8992893,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
2610272,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3604656,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8596614,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9503893,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8411910,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8955921,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
7370903,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1542129,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2652381,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,2,1,1,1
2704485,1,1,1,1,1,1,1,1,2,0,1,2,6,1,1,2,2,2,1,1,1
8301306,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5391905,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
4083996,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4623426,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1
3552851,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,3,1,1,1,1
7737837,1,1,1,2,1,1,1,1,1,8,1,1,2,1,2,2,2,1,1,1,1
5139919,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1
4943381,1,1,1,2,1,1,1,1,1,6,1,1,4,1,1,2,2,1,1,1,2
9143797,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1319434,1,1,1,1,1,1,1,1,1,40,1,1,2,1,1,2,2,1,1,1,1
9428079,1,1,2,2,1,1,2,1,9,0,1,2,1,1,1,2,2,1,1,1,1
6157965,1,1,1,2,1,1,1,1,9,0,1,2,6,1,2,2,2,2,1,1,1
5020304,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4278100,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8228712,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
5280974,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
5831905,1,1,2,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
6747446,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
6609509,1,1,2,2,1,1,1,1,9,0,2,2,1,1,1,2,2,1,1,1,1
9250615,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
5433088,1,2,2,2,1,2,2,2,9,0,1,2,4,1,1,2,2,1,1,1,2
3665483,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6618957,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7862210,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
6364064,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3696848,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,2,2,1,2,1
2234683,1,1,2,1,1,1,1,1,2,0,1,2,2,1,1,1,1,2,1,2,2
3856092,1,2,2,1,1,1,1,1,9,0,1,2,1,1,2,2,2,2,1,1,1
7713457,1,1,1,2,1,2,1,1,2,0,1,1,1,1,1,2,2,1,1,1,2
5786865,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
8751967,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1
2578775,1,1,1,2,1,1,1,1,1,15,1,1,5,1,1,2,2,1,1,1,1
3103421,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9477191,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8085991,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2200629,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2666540,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8948297,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2087252,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
4507547,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
5832730,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
5236843,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3400241,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
3038593,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
9293283,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6983936,1,1,2,1,1,1,1,1,1,25,1,2,5,1,1,1,1,1,1,1,1
5292610,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2
8248982,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
4283719,1,1,1,1,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,1
9017941,1,1,2,1,1,1,1,1,9,0,1,2,1,1,1,1,1,1,1,2,2
4848037,1,1,1,2,1,1,1,2,9,0,1,2,2,1,1,2,2,1,1,1,1
2049602,1,1,2,2,1,1,1,1,1,9,1,1,1,1,1,2,2,1,1,1,1
8527431,1,1,1,2,1,1,1,1,1,35,1,1,4,1,1,2,3,1,1,1,1
9866933,1,1,1,2,1,1,1,1,1,86,1,1,2,1,1,2,3,1,1,1,1
3118552,1,1,2,1,1,1,1,1,1,163,1,1,4,1,1,2,2,1,1,1,1
8291456,1,1,1,2,1,1,1,1,1,15,1,1,1,1,1,2,2,1,1,1,1
8888966,1,1,1,2,1,1,1,1,1,8,1,1,1,1,1,2,2,1,1,1,1
8292857,1,1,2,2,1,1,1,1,1,25,1,1,1,1,1,2,2,1,1,1,1
1533876,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7340942,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
2454844,1,1,1,2,1,2,2,2,9,0,1,2,2,1,1,2,2,1,1,1,1
2090595,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1136747,1,2,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,2,1,1,1
2600357,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
7636370,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1736186,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6317584,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4937163,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
1185540,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,2,2,1,1,1,1
6180717,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
2598645,1,1,1,2,1,1,1,1,1,24,1,1,4,1,1,2,3,1,1,1,1
5698156,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8618675,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5221661,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
2974480,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1344179,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4100211,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2526297,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1133263,1,1,2,2,1,1,2,1,9,0,1,2,6,1,1,2,2,2,1,1,1
3668593,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4221027,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8331701,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
7073310,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9846087,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4570859,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5770464,1,1,1,1,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
9115870,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
8945384,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
1723636,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,1,1,2,1,1,1
8998698,1,1,2,1,1,1,2,1,2,0,1,2,2,1,1,1,1,1,1,1,1
3354483,1,2,2,1,1,1,1,1,2,0,1,2,2,1,1,1,1,2,1,2,2
5185989,1,1,1,2,1,1,1,1,2,23,1,1,2,1,1,2,2,1,1,1,1
6629926,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6313024,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8836745,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,1
9859864,1,1,2,1,1,1,1,1,1,35,1,1,2,1,1,2,2,1,1,1,1
9507709,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
2677403,1,1,1,1,1,1,2,1,9,0,2,2,6,1,2,2,2,1,1,2,1
4712803,1,1,2,1,1,1,1,1,1,64,1,1,2,1,1,2,2,1,1,1,1
4876427,1,1,2,1,1,1,1,1,1,35,1,1,2,1,1,2,3,1,1,1,1
8127154,1,1,1,1,1,1,1,1,2,0,2,2,3,1,1,1,1,2,1,1,2
8488245,1,2,2,1,1,1,2,1,2,0,2,1,6,1,2,2,2,1,1,2,2
4119608,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1768655,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5472174,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4767357,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
6630562,1,1,2,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,2
7869347,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9700057,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3753644,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3198053,1,1,1,2,1,1,1,1,1,16,1,1,5,1,1,2,2,1,1,1,1
6253828,1,1,2,1,1,1,1,1,1,27,1,1,2,1,1,2,3,1,1,1,1
1326250,1,1,2,1,1,1,2,1,1,50,1,1,6,1,1,2,3,1,1,1,1
2769459,1,1,1,2,1,1,1,1,1,50,1,1,3,1,1,2,2,1,1,1,1
3600749,1,1,1,2,1,1,1,1,2,0,1,1,5,1,1,2,2,1,1,1,2
4763761,1,1,1,1,1,1,1,1,1,75,1,2,2,1,1,2,2,1,1,1,1
9989722,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
9485041,1,1,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
3472550,1,1,1,1,1,1,1,1,1,91,1,1,1,1,1,2,2,1,1,1,1
3480391,1,1,1,1,1,1,1,1,1,70,1,1,2,1,1,2,2,1,1,1,1
8352916,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
9145173,1,1,1,1,1,1,1,2,9,0,1,2,1,1,1,2,2,2,1,1,1
2249495,1,1,1,2,1,1,1,1,9,0,1,2,2,2,1,2,2,1,1,1,2
8837613,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
7880080,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4373938,1,1,1,2,1,1,1,1,9,0,2,1,2,1,1,2,2,1,1,1,1
2554915,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5619887,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4739355,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1217529,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
6655797,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
2321745,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
5552260,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,2
7889047,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6630117,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
4848964,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8345788,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1085623,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9833812,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
2172353,1,1,2,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,1
2466408,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
6417473,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
4055824,1,1,1,2,1,1,1,1,2,0,1,1,6,1,2,2,2,2,1,1,1
1672150,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,2,2
2121748,1,1,2,2,1,1,1,1,1,82,1,1,1,1,1,2,2,1,1,1,1
8443575,1,1,1,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,1
5625782,1,2,2,2,1,1,1,1,2,0,1,1,2,1,1,2,3,1,1,1,1
4151851,1,1,1,2,1,1,1,1,1,50,1,1,1,1,1,2,2,1,1,1,1
9720014,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,2
2242928,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8440012,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7942658,1,2,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
3397100,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8409152,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5000058,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8874420,1,1,2,1,1,1,1,1,1,120,1,2,1,1,1,1,2,1,1,1,2
9389443,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7747536,1,1,2,1,1,1,1,1,9,0,2,2,5,1,2,2,2,2,1,1,1
3254104,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3867568,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1956564,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
9821694,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7285769,1,1,1,2,1,1,1,1,1,24,1,1,2,1,1,2,2,1,1,1,1
4054814,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,2,2,2,1,1,1
2677012,1,2,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
5689455,1,1,1,2,1,1,1,1,1,9,1,1,2,1,1,2,2,1,1,1,1
4284851,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,3,1,1,1,2
1510896,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1
7959420,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,1,2,1,1,1
6749423,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
6399550,1,1,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2746066,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
3981966,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2717162,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,1,1,1,2
8089344,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
2144909,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1562926,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6636658,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
1994896,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8153338,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8440848,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7502883,1,1,1,2,1,2,1,1,9,0,1,2,5,1,2,2,2,1,1,2,2
1959556,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4846774,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,2
1187959,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
2466565,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
8709546,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8694733,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
7535241,1,1,2,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4213259,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
1947871,1,1,1,2,1,2,1,1,9,0,1,2,5,1,1,2,2,2,1,1,1
6188919,1,1,2,1,1,1,1,1,1,40,1,1,5,1,1,2,3,1,1,1,1
9285948,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1624504,1,1,2,2,1,1,1,1,1,92,1,1,2,1,1,2,2,1,1,1,1
8055552,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
5948233,1,2,2,1,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,1,1
9184139,1,1,1,1,1,1,1,1,1,72,1,1,3,1,1,2,3,1,1,1,1
1162288,1,1,1,1,1,1,1,1,9,0,1,1,3,1,2,2,2,1,1,1,1
2194448,1,1,2,2,1,1,2,1,1,48,1,1,1,1,1,2,2,1,1,1,1
1301064,1,1,1,1,1,1,1,1,2,0,1,2,5,1,1,1,1,2,1,1,1
6177610,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,2,2,2,1,1,1
3818141,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8564460,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8539397,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,2,2,2,1,1,1
5446504,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1153140,1,1,2,2,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,2
5849766,1,2,2,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6549334,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
5302343,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
1103512,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
