pseudocode,sdmp_plan_yn,struct_safaud_yn,nonstr_safaud_yn,cctv_cam_yn,fire_ext_yn,nodal_tch_yn,safty_trng_yn,dismgmt_taug_yn,slfdef_grt_yn,slfdef_trained,guide_display_yn,tch_first_level_counsellor,safe_sec_audit,teacher_displaying_photo,vidya_pravesh,stu_atndnc_yn,tch_atndnc_yn,sch_youth_club_yn,sch_eco_club_yn,tch_icard_yn,self_cert_obtained_yn
8680977,1,1,1,2,1,1,1,2,2,0,1,1,2,1,1,2,2,1,1,1,1
1662456,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6411912,1,1,1,2,1,1,1,1,1,35,2,2,3,1,2,2,2,1,1,2,2
1919604,1,1,1,1,1,1,1,1,1,52,1,1,2,1,1,2,2,1,1,1,1
8554234,1,1,2,1,1,1,1,1,1,60,1,1,3,1,1,2,3,1,1,1,1
9084831,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
2337541,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,2
2207350,1,1,1,2,1,1,1,1,2,0,2,2,1,1,1,1,1,1,1,1,1
2638021,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,1,3,1,1,1,1
6848647,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
9182712,1,1,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6078619,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8097552,1,1,2,1,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
4406165,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3720184,1,1,2,1,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,1
5834356,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
9613164,1,1,1,1,1,1,1,1,1,161,1,1,2,1,1,2,2,1,1,1,1
8495932,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,2
6917863,1,1,1,2,1,1,1,1,2,0,2,2,1,1,2,1,1,1,1,1,1
4364996,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,2,2,1,1,1,1
2541416,1,1,2,1,1,1,2,1,9,0,1,1,5,1,1,2,2,1,1,1,1
1666093,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
9156747,1,1,1,1,1,1,1,1,1,27,1,1,3,1,2,2,3,1,1,1,1
6007434,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
2465427,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5886051,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6436584,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1962668,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
3491243,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
9864733,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2112714,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
9079353,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8599510,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,2
5044658,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
7070729,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5255136,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
1539119,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5050781,1,2,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6501651,1,1,1,1,1,1,1,1,9,0,1,1,6,1,1,1,1,2,1,1,1
2583233,1,2,2,2,1,1,1,1,9,0,2,2,6,1,2,2,2,2,1,1,1
3153961,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,2,1,1,1
8982591,1,1,1,1,1,1,1,1,1,64,1,1,1,1,2,2,2,1,1,1,1
6794612,1,1,1,2,1,1,1,1,1,2,1,1,5,1,1,2,2,1,1,1,1
2868710,1,1,1,2,1,1,1,1,2,0,1,2,6,1,1,2,2,1,1,1,1
9352792,1,1,1,2,1,1,1,1,1,20,1,1,2,1,1,2,2,1,1,1,1
7369964,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8183729,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8061388,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4219861,1,1,1,2,1,1,2,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9579461,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6834886,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9469456,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8286901,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
7415694,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1649026,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6422839,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
4766578,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
7844943,1,1,1,1,1,1,1,1,2,0,1,2,3,1,1,1,1,2,2,2,2
6264175,1,1,1,1,1,1,1,1,2,0,1,2,3,1,1,1,1,2,1,1,1
3808140,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4684735,1,1,2,1,1,1,1,1,1,165,1,1,6,1,1,2,3,1,1,1,1
8912255,1,2,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3052345,1,1,1,2,1,1,1,1,2,0,1,2,1,1,1,2,2,1,1,1,1
1150580,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,2
1665303,1,1,1,2,1,1,1,1,1,23,1,1,2,1,1,2,2,1,1,1,1
7869076,1,2,2,2,1,1,1,1,2,0,1,2,1,1,2,2,2,1,1,1,1
4736572,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8903752,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7446516,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2409133,1,1,1,2,1,1,1,1,9,0,1,2,5,1,1,2,2,1,1,1,1
1117407,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1545165,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6205371,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
1621489,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7152550,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6471188,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1488472,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2316744,1,1,1,2,1,1,2,1,9,0,1,1,4,1,1,2,2,1,1,1,1
6784230,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
2685323,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8277447,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
4834610,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9229795,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
9954276,1,1,1,2,1,1,1,1,9,0,1,2,3,1,1,2,2,1,1,2,1
9909530,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5679677,1,1,1,1,1,1,1,1,2,0,1,1,2,1,2,1,1,1,1,1,1
4379556,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
2338338,1,1,2,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
9998762,1,1,1,2,1,1,2,1,1,40,1,1,4,1,1,2,2,1,1,1,1
6207244,1,2,2,2,1,1,1,1,2,0,1,2,1,1,1,2,2,1,1,1,1
9373133,1,1,1,2,1,1,1,1,1,9,1,2,3,1,2,2,2,1,1,1,2
9096520,1,1,1,2,1,1,1,1,1,41,1,1,2,1,1,2,2,1,1,1,1
1008957,1,1,1,1,1,1,2,1,1,94,1,2,1,1,2,2,2,1,1,1,2
2290287,1,1,1,1,1,1,1,1,1,0,1,1,6,1,2,2,2,1,1,1,2
5878403,1,1,1,2,1,1,1,1,1,40,1,1,2,1,1,2,2,1,1,1,1
9234396,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
5043146,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,1,1,2,1,1,2
2811932,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7265734,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
5136338,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,2
3788266,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8272271,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
8611034,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3377935,1,1,2,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
3647109,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6675372,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8698265,1,1,2,2,1,1,2,1,9,0,1,1,3,1,1,2,2,2,1,1,2
3237207,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8168460,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
2320958,1,2,2,1,1,1,2,1,9,0,1,2,6,2,2,2,2,1,1,1,2
8825327,1,1,2,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7351224,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,1,1,1,1,1,1
9666477,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3217406,1,1,1,1,1,1,1,1,2,0,1,1,4,1,1,2,3,1,1,1,1
1963162,1,1,1,1,1,1,1,1,1,72,1,1,3,1,1,2,2,1,1,1,1
1777377,1,2,2,1,1,1,1,1,1,110,1,2,4,1,1,2,3,1,1,1,1
9695667,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1
9922661,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3332607,1,1,1,2,1,1,2,1,2,0,1,2,4,1,1,2,2,1,1,1,2
3959720,1,2,2,2,1,1,2,1,1,34,1,1,3,1,1,2,2,1,1,2,2
5714447,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,2,1,1,1,1
9045310,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,1
3812448,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5660195,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5288107,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1702614,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,1,1,1,2
9331816,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
8577942,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
7134226,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4689869,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
3018999,1,2,2,2,1,2,2,2,9,0,1,2,1,1,1,2,2,1,1,1,2
1569378,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2427206,1,1,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,2,1,1,1
9337622,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3716848,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8613289,1,1,1,1,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6027495,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
8829909,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8589499,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5407797,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9373558,1,1,1,1,1,1,1,1,9,0,1,1,2,1,2,1,1,1,1,1,1
9645975,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,1
3977269,1,1,1,1,1,1,2,1,2,0,1,1,2,1,1,1,1,1,1,1,1
3624270,1,1,2,1,1,1,1,1,2,0,1,1,3,1,1,1,1,1,1,1,1
5977023,1,2,2,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1
5066749,1,1,2,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1
9710689,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,1,1,1,1,1,1
3130485,1,1,1,2,1,1,1,1,1,38,1,1,1,1,1,2,2,1,1,1,1
3919315,1,1,1,2,1,1,1,1,1,0,1,1,2,1,1,2,2,1,1,1,1
3873987,1,1,1,2,1,1,1,1,2,0,1,1,5,1,1,2,2,1,1,1,2
3641789,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
1131695,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
7947029,1,1,2,2,1,1,1,1,2,0,1,1,5,1,1,2,2,2,1,1,1
8624798,1,1,1,2,1,1,1,1,1,25,1,2,6,1,1,2,2,1,1,1,1
9748066,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
5825885,1,1,1,2,1,1,1,1,1,30,1,1,5,1,1,2,2,1,1,1,1
2237467,1,1,1,2,1,1,1,1,1,68,1,1,3,1,1,2,2,1,1,1,1
6357264,1,1,1,2,1,2,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8323561,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5155588,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8124908,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
2648158,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8364113,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
3356920,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
8768069,1,2,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,2
1408165,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
4973120,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8790015,1,1,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2464694,1,2,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3516379,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
7980396,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9717717,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,2,2
6777703,1,1,1,1,1,1,1,1,9,0,1,1,2,1,1,1,2,2,1,1,2
9256831,1,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1
5266420,1,2,2,1,1,1,1,1,1,40,2,1,6,1,2,2,2,2,1,1,1
6854860,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,3,1,1,1,1
5388462,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,2,1
6295565,1,1,2,1,1,1,1,1,1,36,1,1,3,1,1,2,3,1,1,1,1
6251578,1,1,1,2,1,1,1,1,1,20,1,1,3,1,1,2,2,1,1,1,1
3470600,1,1,1,2,1,1,1,1,1,21,1,1,5,1,1,2,2,1,1,1,1
4548253,1,1,1,1,1,1,1,1,1,30,1,1,2,1,2,2,2,1,1,1,1
6248121,1,1,1,2,1,1,1,1,2,0,1,2,4,1,1,1,1,1,1,2,1
7358147,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1636112,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7662061,1,2,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
9618602,1,1,1,2,1,2,2,2,9,0,2,2,4,2,1,2,2,2,1,2,2
8765150,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5902945,1,2,2,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,2
7566724,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6405113,1,2,2,2,1,1,1,1,9,0,1,1,4,1,2,2,2,1,1,1,2
2044567,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3293480,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8962105,1,1,2,2,1,2,2,2,9,0,1,2,2,1,2,2,2,1,1,1,2
4792808,1,1,2,2,1,1,2,1,9,0,1,1,4,1,1,2,2,1,1,1,1
3194216,1,1,1,2,1,1,2,1,9,0,1,1,3,1,1,2,2,2,1,1,1
5109580,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
5120704,1,1,1,2,1,1,1,1,1,31,1,1,2,1,2,2,2,1,1,1,1
4394718,1,2,2,1,1,1,2,1,1,74,1,1,2,1,2,2,2,1,1,2,2
6853273,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,2,2,2,1,1,1
6356014,1,1,1,2,1,1,1,1,1,26,1,1,1,1,1,2,2,1,1,1,1
6698380,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,1,1,1,1,1,2
3300306,1,1,1,2,1,1,1,1,1,66,1,1,2,1,1,2,2,1,1,1,1
4406408,1,1,1,2,1,1,1,1,9,0,1,2,3,1,1,2,2,1,1,1,1
9618808,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
9864240,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9623218,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8619003,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3196183,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5410985,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3887364,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5176825,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
6060158,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9223249,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4382759,1,1,1,2,1,1,1,2,9,0,1,1,3,1,1,2,2,1,1,1,2
5699421,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
3657739,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,2
7613926,1,1,1,2,1,1,1,1,1,24,1,1,2,1,1,2,2,1,1,1,1
5416741,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
4735670,1,1,1,2,1,1,1,1,1,16,1,1,3,1,1,2,2,1,1,1,1
7961392,1,1,1,1,1,1,1,1,1,20,1,1,5,1,1,2,2,1,1,1,1
5952379,1,1,1,2,1,1,1,1,1,20,1,1,2,1,1,2,2,1,1,1,1
7493822,1,1,1,1,1,1,1,1,1,220,1,1,5,1,1,2,2,1,1,1,1
4836894,1,1,1,2,1,1,1,1,1,36,1,2,6,1,1,2,3,1,1,1,1
9761773,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
9481674,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
4935027,1,1,2,1,1,1,1,1,2,0,1,2,1,1,2,1,1,2,1,2,2
1380151,1,1,1,1,1,1,1,1,1,118,1,1,1,1,1,2,2,1,1,1,1
1303265,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6190652,1,1,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7215420,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
5677075,1,1,1,2,1,1,2,1,9,0,1,1,4,1,1,2,2,1,1,1,1
1839225,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,2
4483317,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6499318,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3477859,1,1,1,2,1,1,2,1,9,0,1,2,4,1,1,2,2,1,1,2,2
1335032,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1239699,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
4545387,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9390870,1,1,1,1,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
3090902,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7401661,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8025892,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7353199,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1025755,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8834066,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
2899047,1,1,1,2,1,1,2,1,9,0,1,1,5,1,1,2,2,1,1,1,1
2014543,1,2,2,2,1,2,2,2,9,0,1,2,2,1,1,2,2,2,1,2,2
1036502,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2911184,1,1,1,1,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
7657896,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3728795,1,1,1,2,1,1,1,1,1,14,1,1,2,1,1,2,2,1,1,1,1
4739988,1,1,1,2,1,1,1,1,1,32,1,1,6,1,1,2,2,1,1,1,2
5869425,1,1,1,1,1,1,1,1,1,82,1,1,4,1,2,2,2,1,1,1,1
3215691,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
3159643,1,1,1,2,1,1,1,1,2,0,1,1,4,1,1,2,2,1,1,1,1
5407053,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4926504,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
7697563,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,2
8971691,1,2,2,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
2248420,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,2,1,1,1
3695930,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3835456,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,2
6950140,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9288210,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,2,1,1,1
7405069,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8333592,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1
7428004,1,1,2,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
4066649,1,1,1,2,1,1,1,1,1,44,1,1,3,1,2,2,2,1,1,1,1
1793795,1,1,1,1,1,1,1,1,1,113,1,1,3,1,1,2,2,1,1,1,1
3932871,1,1,1,1,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
9046962,1,2,1,1,1,1,2,1,2,0,1,1,2,1,1,1,1,1,1,1,1
4311597,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
1728778,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
7721728,1,1,2,1,1,1,1,1,1,16,1,1,2,1,1,2,3,1,1,1,1
9577185,1,1,1,1,1,1,1,1,9,0,1,2,2,1,1,1,1,1,1,2,2
7266099,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1248124,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
8236113,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4814877,1,1,1,2,1,1,2,1,9,0,1,2,2,1,2,2,2,1,1,2,2
2840715,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
4631759,1,2,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
3664994,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4682524,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8091122,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5551105,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1398545,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9975470,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2241555,1,2,2,2,1,2,1,2,9,0,1,1,4,1,1,1,1,1,1,2,2
3249769,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2502710,1,1,1,1,1,1,1,1,1,25,1,1,1,1,1,2,2,1,1,2,1
2392310,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,2
3643746,1,1,1,2,1,1,1,1,1,8,1,1,1,1,1,2,2,1,1,1,1
5052642,1,1,1,2,1,1,2,1,1,0,1,1,2,1,1,2,2,1,1,1,1
7667720,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
5802231,1,1,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6265154,1,1,1,1,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
6951069,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,1,2,1,1,1,1
8716430,1,1,1,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
5128919,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
