_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
41905,41905,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 21:00:00,6.3,-0.2099999999999999,0.25,-0.8399999999999999,40,10,28.0,LOW,-0.3044244521944059,NORMAL,,0.0,0,14.0,LOW,False
41906,41906,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 21:15:00,6.38,0.08,0.25,0.3200000000000003,40,10,28.0,LOW,-0.2993310915022068,NORMAL,,0.0,0,14.0,LOW,False
41907,41907,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 21:30:00,6.12,-0.2599999999999998,0.25,-1.0399999999999991,10,40,22.0,LOW,-0.2985803105329068,NORMAL,,0.0,0,11.0,LOW,False
41908,41908,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 21:45:00,6.51,0.3899999999999997,0.25,1.5599999999999987,40,40,40.0,MODERATE,-0.2867390916865881,NORMAL,,0.0,0,20.0,LOW,False
41909,41909,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 22:00:00,6.17,-0.3399999999999998,0.25,-1.3599999999999994,10,40,22.0,LOW,-0.2923642024962508,NORMAL,,0.0,0,11.0,LOW,False
41910,41910,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 22:15:00,6.7,0.5300000000000002,0.25,2.120000000000001,40,40,40.0,MODERATE,-0.2630627857497713,NORMAL,,0.0,0,20.0,LOW,False
41911,41911,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 22:30:00,6.42,-0.2800000000000002,0.25,-1.120000000000001,40,40,40.0,MODERATE,-0.2974049048793495,NORMAL,,0.0,0,20.0,LOW,False
41912,41912,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 22:45:00,6.07,-0.3499999999999996,0.25,-1.3999999999999986,10,40,22.0,LOW,-0.2854835188776985,NORMAL,,0.0,0,11.0,LOW,False
41913,41913,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 23:00:00,6.1,0.0299999999999993,0.25,0.1199999999999974,10,10,10.0,LOW,-0.2831346053493882,NORMAL,,0.0,0,5.0,LOW,False
41914,41914,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 23:15:00,6.26,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW,-0.3059700419770473,NORMAL,,0.0,0,14.0,LOW,False
41915,41915,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 23:30:00,6.06,-0.2000000000000001,0.25,-0.8000000000000007,10,10,10.0,LOW,-0.2996794469222246,NORMAL,,0.0,0,5.0,LOW,False
41916,41916,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-20 23:45:00,6.13,0.0700000000000002,0.25,0.2800000000000011,10,10,10.0,LOW,-0.2982454277646787,NORMAL,,0.0,0,5.0,LOW,False
41917,41917,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 00:00:00,6.23,0.1000000000000005,0.25,0.4000000000000021,40,10,28.0,LOW,-0.3015530246507348,NORMAL,,0.0,0,14.0,LOW,False
41918,41918,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 00:15:00,6.19,-0.04,0.25,-0.1600000000000001,10,10,10.0,LOW,-0.2932359247219369,NORMAL,,0.0,0,5.0,LOW,False
41919,41919,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 00:30:00,5.89,-0.3000000000000007,0.25,-1.2000000000000028,10,40,22.0,LOW,-0.292331584079713,NORMAL,,0.0,0,11.0,LOW,False
41920,41920,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 00:45:00,6.03,0.1400000000000005,0.25,0.5600000000000023,10,10,10.0,LOW,-0.3029954319308297,NORMAL,,0.0,0,5.0,LOW,False
41921,41921,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 01:00:00,5.95,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.298343189361173,NORMAL,,0.0,0,5.0,LOW,False
41922,41922,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 01:15:00,6.08,0.1299999999999999,0.25,0.5199999999999996,10,10,10.0,LOW,-0.3001607862008516,NORMAL,,0.0,0,5.0,LOW,False
41923,41923,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 01:30:00,6.19,0.1100000000000003,0.25,0.4400000000000013,10,10,10.0,LOW,-0.3008709223348101,NORMAL,,0.0,0,5.0,LOW,False
41924,41924,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 01:45:00,6.11,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.297100566536046,NORMAL,,0.0,0,5.0,LOW,False
41925,41925,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 02:00:00,6.4,0.29,0.25,1.16,40,40,40.0,MODERATE,-0.2962901601419733,NORMAL,,0.0,0,20.0,LOW,False
41926,41926,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 02:15:00,6.11,-0.29,0.25,-1.16,10,40,22.0,LOW,-0.2946970756490316,NORMAL,,0.0,0,11.0,LOW,False
41927,41927,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 02:30:00,6.15,0.04,0.25,0.1600000000000001,10,10,10.0,LOW,-0.2967146560524627,NORMAL,,0.0,0,5.0,LOW,False
41928,41928,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 02:45:00,5.97,-0.1800000000000006,0.25,-0.7200000000000024,10,10,10.0,LOW,-0.302293293037706,NORMAL,,0.0,0,5.0,LOW,False
41929,41929,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 03:00:00,6.03,0.0600000000000005,0.25,0.240000000000002,10,10,10.0,LOW,-0.2939134769058921,NORMAL,,0.0,0,5.0,LOW,False
41930,41930,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 03:15:00,6.04,0.0099999999999997,0.25,0.0399999999999991,10,10,10.0,LOW,-0.2843403452742492,NORMAL,,0.0,0,5.0,LOW,False
41931,41931,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 03:30:00,6.09,0.0499999999999998,0.25,0.1999999999999993,10,10,10.0,LOW,-0.2905968571547686,NORMAL,,0.0,0,5.0,LOW,False
41932,41932,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 03:45:00,6.19,0.1000000000000005,0.25,0.4000000000000021,10,10,10.0,LOW,-0.2991564797322569,NORMAL,,0.0,0,5.0,LOW,False
41933,41933,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 04:00:00,6.02,-0.1700000000000008,0.25,-0.6800000000000033,10,10,10.0,LOW,-0.2974925256219801,NORMAL,,0.0,0,5.0,LOW,False
41934,41934,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 04:15:00,6.21,0.1900000000000004,0.25,0.7600000000000016,10,10,10.0,LOW,-0.3024830469785954,NORMAL,,0.0,0,5.0,LOW,False
41935,41935,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 04:30:00,6.18,-0.0300000000000002,0.25,-0.120000000000001,10,10,10.0,LOW,-0.2911291862584088,NORMAL,,0.0,0,5.0,LOW,False
41936,41936,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 04:45:00,6.31,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW,-0.3040595671853116,NORMAL,,0.0,0,14.0,LOW,False
41937,41937,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 05:00:00,6.1,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW,-0.2986228469261466,NORMAL,,0.0,0,5.0,LOW,False
41938,41938,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 05:15:00,6.01,-0.0899999999999998,0.25,-0.3599999999999994,10,10,10.0,LOW,-0.3003963554729658,NORMAL,,0.0,0,5.0,LOW,False
41939,41939,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 05:30:00,6.08,0.0700000000000002,0.25,0.2800000000000011,10,10,10.0,LOW,-0.2992092328530025,NORMAL,,0.0,0,5.0,LOW,False
41940,41940,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 05:45:00,6.06,-0.0200000000000004,0.25,-0.0800000000000018,10,10,10.0,LOW,-0.2838015568182798,NORMAL,,0.0,0,5.0,LOW,False
41941,41941,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 06:00:00,6.09,0.0300000000000002,0.25,0.120000000000001,10,10,10.0,LOW,-0.2855378183317292,NORMAL,,0.0,0,5.0,LOW,False
41942,41942,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 06:15:00,6.14,0.0499999999999998,0.25,0.1999999999999993,10,10,10.0,LOW,-0.2905458443354224,NORMAL,,0.0,0,5.0,LOW,False
41943,41943,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 06:30:00,5.98,-0.1599999999999992,0.25,-0.639999999999997,10,10,10.0,LOW,-0.2979385315079247,NORMAL,,0.0,0,5.0,LOW,False
41944,41944,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 06:45:00,6.41,0.4299999999999997,0.25,1.7199999999999989,40,40,40.0,MODERATE,-0.2811310378521043,NORMAL,,0.0,0,20.0,LOW,False
41945,41945,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 07:00:00,5.99,-0.4199999999999999,0.25,-1.6799999999999995,10,40,22.0,LOW,-0.2798179366311176,NORMAL,,0.0,0,11.0,LOW,False
41946,41946,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 07:15:00,5.91,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.2948099310220806,NORMAL,,0.0,0,5.0,LOW,False
41947,41947,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 07:30:00,6.28,0.3700000000000001,0.25,1.4800000000000004,40,40,40.0,MODERATE,-0.2886436204030201,NORMAL,,0.0,0,20.0,LOW,False
41948,41948,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 07:45:00,6.25,-0.0300000000000002,0.25,-0.120000000000001,40,10,28.0,LOW,-0.2932508050229137,NORMAL,,0.0,0,14.0,LOW,False
41949,41949,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 08:00:00,5.99,-0.2599999999999998,0.25,-1.0399999999999991,10,40,22.0,LOW,-0.2964096661536645,NORMAL,,0.0,0,11.0,LOW,False
41950,41950,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 08:15:00,6.16,0.1699999999999999,0.25,0.6799999999999997,10,10,10.0,LOW,-0.3043666188266695,NORMAL,,0.0,0,5.0,LOW,False
41951,41951,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 08:30:00,6.02,-0.1400000000000005,0.25,-0.5600000000000023,10,10,10.0,LOW,-0.3014392368242099,NORMAL,,0.0,0,5.0,LOW,False
41952,41952,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 08:45:00,6.2,0.1800000000000006,0.25,0.7200000000000024,10,10,10.0,LOW,-0.3018011263148712,NORMAL,,0.0,0,5.0,LOW,False
41953,41953,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 09:00:00,6.23,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW,-0.2916021184575094,NORMAL,,0.0,0,14.0,LOW,False
41954,41954,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 09:15:00,5.93,-0.3000000000000007,0.25,-1.2000000000000028,10,40,22.0,LOW,-0.2921081896666331,NORMAL,,0.0,0,11.0,LOW,False
41955,41955,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 09:30:00,6.09,0.1600000000000001,0.25,0.6400000000000006,10,10,10.0,LOW,-0.3040685551105075,NORMAL,,0.0,0,5.0,LOW,False
41956,41956,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 09:45:00,6.09,0.0,0.25,0.0,10,10,10.0,LOW,-0.2748187134532815,NORMAL,,0.0,0,5.0,LOW,False
41957,41957,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 10:00:00,6.12,0.0300000000000002,0.25,0.120000000000001,10,10,10.0,LOW,-0.2907440429802524,NORMAL,,0.0,0,5.0,LOW,False
41958,41958,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 10:15:00,6.02,-0.1000000000000005,0.25,-0.4000000000000021,10,10,10.0,LOW,-0.2936551664072046,NORMAL,,0.0,0,5.0,LOW,False
41959,41959,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 10:30:00,6.12,0.1000000000000005,0.25,0.4000000000000021,10,10,10.0,LOW,-0.2961317093668752,NORMAL,,0.0,0,5.0,LOW,False
41960,41960,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 10:45:00,5.64,-0.4800000000000004,0.25,-1.9200000000000017,10,40,22.0,LOW,-0.2671438481716607,NORMAL,,0.0,0,11.0,LOW,False
41961,41961,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 11:00:00,5.98,0.3400000000000007,0.25,1.360000000000003,10,40,22.0,LOW,-0.2894170639355547,NORMAL,,0.0,0,11.0,LOW,False
41962,41962,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 11:15:00,6.03,0.0499999999999998,0.25,0.1999999999999993,10,10,10.0,LOW,-0.2932719149728438,NORMAL,,0.0,0,5.0,LOW,False
41963,41963,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 11:30:00,5.79,-0.2400000000000002,0.25,-0.9600000000000009,10,10,10.0,LOW,-0.2974430450598923,NORMAL,,0.0,0,5.0,LOW,False
41964,41964,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 11:45:00,5.61,-0.1799999999999997,0.25,-0.7199999999999989,10,10,10.0,LOW,-0.2993972137497724,NORMAL,,0.0,0,5.0,LOW,False
41966,41966,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 12:15:00,5.51,-0.1000000000000005,0.5,-0.200000000000001,10,10,10.0,LOW,-0.2899620662289237,NORMAL,,0.0,0,5.0,LOW,False
41969,41969,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 13:00:00,5.55,0.04,0.75,0.0533333333333333,10,10,10.0,LOW,-0.2855795962662273,NORMAL,,0.0,0,5.0,LOW,False
41971,41971,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 13:30:00,5.47,-0.08,0.5,-0.1600000000000001,10,10,10.0,LOW,-0.286766087950945,NORMAL,,0.0,0,5.0,LOW,False
41974,41974,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 14:15:00,5.28,-0.1899999999999995,0.75,-0.2533333333333327,10,10,10.0,LOW,-0.289485426038911,NORMAL,,0.0,0,5.0,LOW,False
41977,41977,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 15:15:00,6.18,0.8999999999999995,1.0,0.8999999999999995,10,10,10.0,LOW,-0.2360223854490529,NORMAL,,0.0,0,5.0,LOW,False
41978,41978,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 15:30:00,6.06,-0.1200000000000001,0.25,-0.4800000000000004,10,10,10.0,LOW,-0.2755060849505965,NORMAL,,0.0,0,5.0,LOW,False
41979,41979,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 15:45:00,6.2,0.1400000000000005,0.25,0.5600000000000023,10,10,10.0,LOW,-0.2805259431172217,NORMAL,,0.0,0,5.0,LOW,False
41980,41980,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 16:00:00,6.29,0.0899999999999998,0.25,0.3599999999999994,40,10,28.0,LOW,-0.3008693566749704,NORMAL,,0.0,0,14.0,LOW,False
41981,41981,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 16:15:00,6.38,0.0899999999999998,0.25,0.3599999999999994,40,10,28.0,LOW,-0.3028224815501916,NORMAL,,0.0,0,14.0,LOW,False
41982,41982,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 16:30:00,6.2,-0.1799999999999997,0.25,-0.7199999999999989,10,10,10.0,LOW,-0.3003731129707989,NORMAL,,0.0,0,5.0,LOW,False
41983,41983,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 16:45:00,6.19,-0.0099999999999997,0.25,-0.0399999999999991,10,10,10.0,LOW,-0.2885851430848402,NORMAL,,0.0,0,5.0,LOW,False
41984,41984,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 17:00:00,6.23,0.04,0.25,0.1600000000000001,40,10,28.0,LOW,-0.2945379321091638,NORMAL,,0.0,0,14.0,LOW,False
41985,41985,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 17:15:00,6.23,0.0,0.25,0.0,40,10,28.0,LOW,-0.2690574029323956,NORMAL,,0.0,0,14.0,LOW,False
41986,41986,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 17:30:00,5.94,-0.29,0.25,-1.16,10,40,22.0,LOW,-0.293818256775698,NORMAL,,0.0,0,11.0,LOW,False
41987,41987,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 17:45:00,5.97,0.0299999999999993,0.25,0.1199999999999974,10,10,10.0,LOW,-0.29217423381309,NORMAL,,0.0,0,5.0,LOW,False
41988,41988,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 18:00:00,6.15,0.1800000000000006,0.25,0.7200000000000024,10,10,10.0,LOW,-0.304003202322454,NORMAL,,0.0,0,5.0,LOW,False
41989,41989,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 18:15:00,5.95,-0.2000000000000001,0.25,-0.8000000000000007,10,10,10.0,LOW,-0.2994432213598483,NORMAL,,0.0,0,5.0,LOW,False
41990,41990,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 18:30:00,6.28,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE,-0.2934964659440263,NORMAL,,0.0,0,20.0,LOW,False
41991,41991,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 18:45:00,6.13,-0.1500000000000003,0.25,-0.6000000000000014,10,10,10.0,LOW,-0.3052609895326902,NORMAL,,0.0,0,5.0,LOW,False
41992,41992,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 19:00:00,6.13,0.0,0.25,0.0,10,10,10.0,LOW,-0.2766211947746009,NORMAL,,0.0,0,5.0,LOW,False
41993,41993,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 19:15:00,6.31,0.1799999999999997,0.25,0.7199999999999989,40,10,28.0,LOW,-0.3023297514756599,NORMAL,,0.0,0,14.0,LOW,False
41994,41994,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 19:30:00,6.32,0.0100000000000006,0.25,0.0400000000000027,40,10,28.0,LOW,-0.2886244827179532,NORMAL,,0.0,0,14.0,LOW,False
41995,41995,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 19:45:00,5.89,-0.4300000000000006,0.25,-1.7200000000000024,10,40,22.0,LOW,-0.2785992270742184,NORMAL,,0.0,0,11.0,LOW,False
41996,41996,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 20:00:00,6.02,0.1299999999999999,0.25,0.5199999999999996,10,10,10.0,LOW,-0.3007420554571148,NORMAL,,0.0,0,5.0,LOW,False
41997,41997,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 20:15:00,6.09,0.0700000000000002,0.25,0.2800000000000011,10,10,10.0,LOW,-0.2987991576602127,NORMAL,,0.0,0,5.0,LOW,False
41998,41998,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 20:30:00,6.01,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.2960728978886687,NORMAL,,0.0,0,5.0,LOW,False
41999,41999,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 20:45:00,6.19,0.1800000000000006,0.25,0.7200000000000024,10,10,10.0,LOW,-0.3000837333632165,NORMAL,,0.0,0,5.0,LOW,False
42000,42000,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 21:00:00,6.11,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW,-0.2955928980010713,NORMAL,,0.0,0,5.0,LOW,False
42001,42001,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 21:15:00,6.0,-0.1100000000000003,0.25,-0.4400000000000013,10,10,10.0,LOW,-0.2993626065095004,NORMAL,,0.0,0,5.0,LOW,False
42002,42002,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 21:30:00,6.16,0.1600000000000001,0.25,0.6400000000000006,10,10,10.0,LOW,-0.3016048789846152,NORMAL,,0.0,0,5.0,LOW,False
42003,42003,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 21:45:00,6.26,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW,-0.3014089305507191,NORMAL,,0.0,0,14.0,LOW,False
42004,42004,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 22:00:00,6.14,-0.1200000000000001,0.25,-0.4800000000000004,10,10,10.0,LOW,-0.3012596742418497,NORMAL,,0.0,0,5.0,LOW,False
42005,42005,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-21 22:15:00,5.9,-0.2399999999999993,0.25,-0.9599999999999972,10,10,10.0,LOW,-0.2992258146734023,NORMAL,,0.0,0,5.0,LOW,False
