_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category
50862,50862,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 03:15:00,10.01,-0.25,0.25,-1.0,40,40,40.0,MODERATE
50863,50863,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 03:30:00,10.55,0.5400000000000009,0.25,2.160000000000004,40,40,40.0,MODERATE
50864,50864,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 03:45:00,10.23,-0.3200000000000003,0.25,-1.2800000000000011,40,40,40.0,MODERATE
50865,50865,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 04:00:00,10.35,0.1199999999999992,0.25,0.4799999999999969,40,10,28.0,LOW
50866,50866,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 04:15:00,10.26,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW
50867,50867,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 04:30:00,10.13,-0.129999999999999,0.25,-0.519999999999996,40,10,28.0,LOW
50868,50868,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 04:45:00,10.13,0.0,0.25,0.0,40,10,28.0,LOW
50869,50869,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 05:00:00,10.2,0.0699999999999985,0.25,0.279999999999994,40,10,28.0,LOW
50870,50870,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 05:15:00,10.09,-0.1099999999999994,0.25,-0.4399999999999977,40,10,28.0,LOW
50871,50871,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 05:30:00,10.13,0.0400000000000009,0.25,0.1600000000000037,40,10,28.0,LOW
50872,50872,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 05:45:00,10.06,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW
50873,50873,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 06:00:00,10.01,-0.0500000000000007,0.25,-0.2000000000000028,40,10,28.0,LOW
50874,50874,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 06:15:00,10.09,0.08,0.25,0.3200000000000003,40,10,28.0,LOW
50875,50875,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 06:30:00,9.97,-0.1199999999999992,0.25,-0.4799999999999969,40,10,28.0,LOW
50876,50876,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 06:45:00,10.04,0.0699999999999985,0.25,0.279999999999994,40,10,28.0,LOW
50877,50877,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 07:00:00,9.87,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW
50878,50878,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 07:15:00,10.06,0.1900000000000012,0.25,0.7600000000000051,40,10,28.0,LOW
50879,50879,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 07:30:00,10.2,0.1399999999999988,0.25,0.5599999999999952,40,10,28.0,LOW
50880,50880,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 07:45:00,10.39,0.1900000000000012,0.25,0.7600000000000051,40,10,28.0,LOW
50881,50881,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 08:00:00,10.27,-0.120000000000001,0.25,-0.480000000000004,40,10,28.0,LOW
50882,50882,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 08:15:00,9.96,-0.3099999999999987,0.25,-1.2399999999999949,40,40,40.0,MODERATE
50883,50883,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 08:30:00,10.15,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW
50884,50884,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 08:45:00,10.02,-0.1300000000000007,0.25,-0.5200000000000031,40,10,28.0,LOW
50885,50885,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 09:00:00,10.35,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE
50886,50886,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 09:15:00,10.0,-0.3499999999999996,0.25,-1.3999999999999986,40,40,40.0,MODERATE
50887,50887,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 09:30:00,9.55,-0.4499999999999993,0.25,-1.7999999999999972,40,40,40.0,MODERATE
50888,50888,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 09:45:00,9.87,0.3199999999999985,0.25,1.279999999999994,40,40,40.0,MODERATE
50889,50889,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 10:00:00,10.06,0.1900000000000012,0.25,0.7600000000000051,40,10,28.0,LOW
50890,50890,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 10:15:00,10.16,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW
50891,50891,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 10:30:00,10.14,-0.0199999999999995,0.25,-0.0799999999999983,40,10,28.0,LOW
50892,50892,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 10:45:00,9.92,-0.2200000000000006,0.25,-0.8800000000000026,40,10,28.0,LOW
50893,50893,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 11:00:00,10.05,0.1300000000000007,0.25,0.5200000000000031,40,10,28.0,LOW
50894,50894,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 11:15:00,10.2,0.1499999999999985,0.25,0.5999999999999943,40,10,28.0,LOW
50895,50895,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 11:30:00,9.97,-0.2299999999999986,0.25,-0.9199999999999946,40,10,28.0,LOW
50896,50896,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 11:45:00,9.48,-0.4900000000000002,0.25,-1.9600000000000009,40,40,40.0,MODERATE
50897,50897,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 12:00:00,9.73,0.25,0.25,1.0,40,40,40.0,MODERATE
50898,50898,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 12:15:00,9.7,-0.0300000000000011,0.25,-0.1200000000000045,40,10,28.0,LOW
50899,50899,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 12:30:00,9.42,-0.2799999999999993,0.25,-1.1199999999999974,40,40,40.0,MODERATE
50900,50900,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 12:45:00,9.61,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW
50901,50901,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 13:00:00,10.22,0.6100000000000012,0.25,2.440000000000005,40,40,40.0,MODERATE
50902,50902,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 13:30:00,9.98,-0.2400000000000002,0.5,-0.4800000000000004,40,10,28.0,LOW
50903,50903,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 13:45:00,10.3,0.3200000000000003,0.25,1.2800000000000011,40,40,40.0,MODERATE
50904,50904,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 14:00:00,9.76,-0.5400000000000009,0.25,-2.160000000000004,40,40,40.0,MODERATE
50905,50905,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 14:15:00,9.66,-0.0999999999999996,0.25,-0.3999999999999986,40,10,28.0,LOW
50906,50906,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 14:30:00,10.07,0.4100000000000001,0.25,1.6400000000000006,40,40,40.0,MODERATE
50907,50907,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 14:45:00,9.53,-0.5400000000000009,0.25,-2.160000000000004,40,40,40.0,MODERATE
50908,50908,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 15:00:00,10.06,0.5300000000000011,0.25,2.1200000000000045,40,40,40.0,MODERATE
50909,50909,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 15:15:00,9.83,-0.2300000000000004,0.25,-0.9200000000000016,40,10,28.0,LOW
50910,50910,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 15:30:00,10.0,0.1699999999999999,0.25,0.6799999999999997,40,10,28.0,LOW
50911,50911,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 15:45:00,10.19,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW
50912,50912,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 16:00:00,10.32,0.1300000000000007,0.25,0.5200000000000031,40,10,28.0,LOW
50913,50913,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 16:15:00,9.98,-0.3399999999999998,0.25,-1.3599999999999994,40,40,40.0,MODERATE
50914,50914,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 16:30:00,10.05,0.0700000000000002,0.25,0.2800000000000011,40,10,28.0,LOW
50915,50915,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 16:45:00,9.77,-0.2800000000000011,0.25,-1.1200000000000043,40,40,40.0,MODERATE
50916,50916,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 17:00:00,9.3,-0.4699999999999988,0.25,-1.8799999999999957,40,40,40.0,MODERATE
50917,50917,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 17:15:00,9.51,0.209999999999999,0.25,0.8399999999999963,40,10,28.0,LOW
50918,50918,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 17:30:00,10.22,0.7100000000000009,0.25,2.8400000000000034,40,40,40.0,MODERATE
50919,50919,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 17:45:00,9.44,-0.7800000000000011,0.25,-3.1200000000000045,40,40,40.0,MODERATE
50920,50920,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 18:00:00,10.34,0.9000000000000004,0.25,3.6000000000000014,40,40,40.0,MODERATE
50921,50921,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 18:15:00,10.02,-0.3200000000000003,0.25,-1.2800000000000011,40,40,40.0,MODERATE
50922,50922,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 18:30:00,9.97,-0.0499999999999989,0.25,-0.1999999999999957,40,10,28.0,LOW
50923,50923,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 18:45:00,10.51,0.5399999999999991,0.25,2.1599999999999966,40,40,40.0,MODERATE
50924,50924,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 19:00:00,9.95,-0.5600000000000005,0.25,-2.240000000000002,40,40,40.0,MODERATE
50925,50925,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 19:15:00,10.11,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW
50926,50926,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 19:30:00,10.42,0.3100000000000005,0.25,1.240000000000002,40,40,40.0,MODERATE
50927,50927,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 19:45:00,10.35,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW
50928,50928,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 20:00:00,10.04,-0.3100000000000005,0.25,-1.240000000000002,40,40,40.0,MODERATE
50929,50929,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 20:15:00,9.98,-0.0599999999999987,0.25,-0.2399999999999948,40,10,28.0,LOW
50930,50930,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 20:30:00,10.09,0.1099999999999994,0.25,0.4399999999999977,40,10,28.0,LOW
50931,50931,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 20:45:00,10.01,-0.08,0.25,-0.3200000000000003,40,10,28.0,LOW
50932,50932,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 21:00:00,10.09,0.08,0.25,0.3200000000000003,40,10,28.0,LOW
50933,50933,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 21:15:00,9.92,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW
50934,50934,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 21:30:00,10.11,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW
50935,50935,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 21:45:00,9.6,-0.5099999999999998,0.25,-2.039999999999999,40,40,40.0,MODERATE
50936,50936,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 22:00:00,10.26,0.6600000000000001,0.25,2.640000000000001,40,40,40.0,MODERATE
50937,50937,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 22:15:00,10.04,-0.2200000000000006,0.25,-0.8800000000000026,40,10,28.0,LOW
50938,50938,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 22:30:00,10.04,0.0,0.25,0.0,40,10,28.0,LOW
50939,50939,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 22:45:00,10.01,-0.0299999999999993,0.25,-0.1199999999999974,40,10,28.0,LOW
50940,50940,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 23:00:00,10.09,0.08,0.25,0.3200000000000003,40,10,28.0,LOW
50941,50941,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 23:15:00,10.34,0.25,0.25,1.0,40,40,40.0,MODERATE
50942,50942,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 23:30:00,9.94,-0.4000000000000003,0.25,-1.6000000000000014,40,40,40.0,MODERATE
50943,50943,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-11 23:45:00,9.87,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW
50944,50944,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 00:00:00,10.24,0.370000000000001,0.25,1.480000000000004,40,40,40.0,MODERATE
50945,50945,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 00:15:00,9.77,-0.4700000000000006,0.25,-1.8800000000000023,40,40,40.0,MODERATE
50946,50946,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 00:30:00,10.15,0.3800000000000008,0.25,1.5200000000000031,40,40,40.0,MODERATE
50947,50947,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 00:45:00,9.79,-0.3600000000000012,0.25,-1.4400000000000048,40,40,40.0,MODERATE
50948,50948,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 01:00:00,10.17,0.3800000000000008,0.25,1.5200000000000031,40,40,40.0,MODERATE
50949,50949,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 01:15:00,10.38,0.2100000000000008,0.25,0.8400000000000034,40,10,28.0,LOW
50950,50950,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 01:30:00,10.25,-0.1300000000000007,0.25,-0.5200000000000031,40,10,28.0,LOW
50951,50951,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 01:45:00,9.94,-0.3100000000000005,0.25,-1.240000000000002,40,40,40.0,MODERATE
50952,50952,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 02:00:00,9.96,0.0200000000000013,0.25,0.0800000000000054,40,10,28.0,LOW
50953,50953,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 02:15:00,10.03,0.0699999999999985,0.25,0.279999999999994,40,10,28.0,LOW
50954,50954,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 02:30:00,10.17,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW
50955,50955,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 02:45:00,10.04,-0.1300000000000007,0.25,-0.5200000000000031,40,10,28.0,LOW
50956,50956,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 03:00:00,10.18,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW
50957,50957,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 03:15:00,9.97,-0.209999999999999,0.25,-0.8399999999999963,40,10,28.0,LOW
50958,50958,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 03:30:00,10.29,0.3199999999999985,0.25,1.279999999999994,40,40,40.0,MODERATE
50959,50959,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 03:45:00,9.92,-0.3699999999999992,0.25,-1.4799999999999969,40,40,40.0,MODERATE
50960,50960,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 04:00:00,9.61,-0.3100000000000005,0.25,-1.240000000000002,40,40,40.0,MODERATE
50961,50961,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 04:15:00,10.24,0.6300000000000008,0.25,2.520000000000003,40,40,40.0,MODERATE
50962,50962,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 04:30:00,10.12,-0.120000000000001,0.25,-0.480000000000004,40,10,28.0,LOW
50963,50963,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 04:45:00,10.21,0.0900000000000016,0.25,0.3600000000000065,40,10,28.0,LOW
50964,50964,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 05:00:00,10.65,0.4399999999999995,0.25,1.759999999999998,40,40,40.0,MODERATE
50965,50965,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 05:15:00,10.23,-0.4199999999999999,0.25,-1.6799999999999995,40,40,40.0,MODERATE
50966,50966,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 05:30:00,10.15,-0.08,0.25,-0.3200000000000003,40,10,28.0,LOW
50967,50967,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 05:45:00,9.9,-0.25,0.25,-1.0,40,40,40.0,MODERATE
50968,50968,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 06:00:00,10.15,0.25,0.25,1.0,40,40,40.0,MODERATE
50969,50969,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 06:15:00,10.14,-0.0099999999999997,0.25,-0.0399999999999991,40,10,28.0,LOW
50970,50970,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 06:30:00,10.4,0.2599999999999998,0.25,1.0399999999999991,40,40,40.0,MODERATE
50971,50971,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 06:45:00,9.94,-0.4600000000000008,0.25,-1.8400000000000036,40,40,40.0,MODERATE
50972,50972,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 07:00:00,9.85,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW
50973,50973,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 07:15:00,10.03,0.1799999999999997,0.25,0.7199999999999989,40,10,28.0,LOW
50974,50974,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 07:30:00,10.36,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE
50975,50975,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 07:45:00,10.31,-0.0499999999999989,0.25,-0.1999999999999957,40,10,28.0,LOW
50976,50976,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 08:00:00,9.92,-0.3900000000000005,0.25,-1.5600000000000025,40,40,40.0,MODERATE
50977,50977,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 08:15:00,10.04,0.1199999999999992,0.25,0.4799999999999969,40,10,28.0,LOW
50978,50978,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 08:30:00,10.03,-0.0099999999999997,0.25,-0.0399999999999991,40,10,28.0,LOW
50979,50979,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 08:45:00,10.5,0.4700000000000006,0.25,1.8800000000000023,40,40,40.0,MODERATE
50980,50980,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-06-12 09:00:00,10.65,0.1500000000000003,0.25,0.6000000000000014,40,10,28.0,LOW
