facility_id,facility_display_name,pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,latitude,longitude,coordinate_source,coordinate_confidence
FACILITY_1962668,1,1962668,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Dobiya Tal,Sera,Gairsain,,,MISSING,MISSING
FACILITY_3491243,1,3491243,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Tajpur Laga Kandai,Tajpur,Dewal,,,MISSING,MISSING
FACILITY_6436584,1,6436584,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Malanachaknail,Nail Kurao,Dasholi,,,MISSING,MISSING
FACILITY_9864733,1,9864733,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Khala,Khalla,Dasholi,,,MISSING,MISSING
FACILITY_9079353,1,9079353,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dewaldhar,Dewaldhar,Dasholi,,,MISSING,MISSING
FACILITY_8599510,1,8599510,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Talor,Padmala,Dewal,,,MISSING,MISSING
FACILITY_5044658,1,5044658,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Khas Khal,Khal,Pokhari,,,MISSING,MISSING
FACILITY_2112714,1,2112714,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Pokhri Lower Ward No. 2,,,,,,MISSING,MISSING
FACILITY_7070729,1,7070729,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Langsi,Langasi,Joshimath,,,MISSING,MISSING
FACILITY_5255136,1,5255136,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gothinda,Gothinda,Tharali,,,MISSING,MISSING
FACILITY_5050781,1,5050781,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Thaing,Theing,Joshimath,,,MISSING,MISSING
FACILITY_6501651,1,6501651,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dewar Khandora,Dewar Khadora,Dasholi,,,MISSING,MISSING
FACILITY_1539119,1,1539119,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Dungar,Dungar,Pokhari,,,MISSING,MISSING
FACILITY_2583233,1,2583233,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Paini,Paini,Joshimath,,,MISSING,MISSING
FACILITY_8982591,5,8982591,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kothali,Kothuli,Narayanbagar,,,MISSING,MISSING
FACILITY_6794612,4,6794612,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mokhmalla,Mokh Malla,Ghat,,,MISSING,MISSING
FACILITY_3153961,4,3153961,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Rano,Ranau,Pokhari,,,MISSING,MISSING
FACILITY_9352792,5,9352792,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ghandiyal,Ghandiyal,Karnaprayag,,,MISSING,MISSING
FACILITY_2868710,5,2868710,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bunga,Boonga,Narayanbagar,,,MISSING,MISSING
FACILITY_8183729,1,8183729,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Ased,Aser,Narayanbagar,,,MISSING,MISSING
FACILITY_7369964,1,7369964,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Devpuri,Devpuri,Gairsain,,,MISSING,MISSING
FACILITY_9579461,1,9579461,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Koti,Koti,Karnaprayag,,,MISSING,MISSING
FACILITY_8061388,1,8061388,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sainji,Siron,Dasholi,,,MISSING,MISSING
FACILITY_6834886,1,6834886,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehargaon,Ramra Malla,Gairsain,,,MISSING,MISSING
FACILITY_4219861,1,4219861,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Ghandiyal Lagga Chhapali,Ghandiyal,Gairsain,,,MISSING,MISSING
FACILITY_8286901,1,8286901,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Ramara Malla,Ramra Malla,Gairsain,,,MISSING,MISSING
FACILITY_7415694,1,7415694,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Malkoti,Sera,Pokhari,,,MISSING,MISSING
FACILITY_9469456,1,9469456,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Badiya Sem,Silanga,Gairsain,,,MISSING,MISSING
FACILITY_4766578,1,4766578,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Jainsal,Jaisal,Dasholi,,,MISSING,MISSING
FACILITY_7844943,3,7844943,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) -Eda Badhaani Ward No.2,,,,,,MISSING,MISSING
FACILITY_1649026,1,1649026,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Birhi,Digoli,Dasholi,,,MISSING,MISSING
FACILITY_6264175,2,6264175,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,Gochar (NP) - Mukhya Bazaar Chok Ward No.6,,,,,,MISSING,MISSING
FACILITY_6422839,1,6422839,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Jaurasi,Jaurasi,Pokhari,,,MISSING,MISSING
FACILITY_4684735,5,4684735,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehal Chauri,Mehal Chauri,Gairsain,,,MISSING,MISSING
FACILITY_3808140,1,3808140,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bacchuwa Ban Talla,Vachuwawan Talla,Gairsain,,,MISSING,MISSING
FACILITY_3052345,4,3052345,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Siwae,Siwai,Pokhari,,,MISSING,MISSING
FACILITY_1150580,4,1150580,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Gairwaram,Gair Baram,Narayanbagar,,,MISSING,MISSING
FACILITY_1665303,7,1665303,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dhogarikandai,Dogdi Kandaie,Dasholi,,,MISSING,MISSING
FACILITY_7869076,8,7869076,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Dumak,Dumak,Joshimath,,,MISSING,MISSING
FACILITY_8912255,4,8912255,UTTARAKHAND,CHAMOLI,THARALI,1,,,Trikot,Trikot,Tharali,,,MISSING,MISSING
FACILITY_4736572,1,4736572,UTTARAKHAND,CHAMOLI,THARALI,1,,,Tundari,Chepron,Tharali,,,MISSING,MISSING
FACILITY_7446516,1,7446516,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Basant Bihaar Ward No.6,,,,,,MISSING,MISSING
FACILITY_8903752,1,8903752,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Amkheth,Saikot,Dasholi,,,MISSING,MISSING
FACILITY_2409133,1,2409133,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Math Jhadeta,Math Jhadeta,Dasholi,,,MISSING,MISSING
FACILITY_6205371,1,6205371,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Ganwali Ward No. 6,,,,,,MISSING,MISSING
FACILITY_1621489,1,1621489,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Chhinka,Chhinaka,Dasholi,,,MISSING,MISSING
FACILITY_1117407,1,1117407,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Jinagor,Jingore,Gairsain,,,MISSING,MISSING
FACILITY_1545165,1,1545165,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Salud,Salud Dungra,Joshimath,,,MISSING,MISSING
FACILITY_7152550,1,7152550,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Nauti,Nauti,Karnaprayag,,,MISSING,MISSING
FACILITY_2316744,1,2316744,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Lakheri,Lakheri,Gairsain,,,MISSING,MISSING
FACILITY_6784230,1,6784230,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Sarpani,Sarpani,Ghat,,,MISSING,MISSING
FACILITY_2685323,1,2685323,UTTARAKHAND,CHAMOLI,THARALI,1,,,Pastoli,Pastoli,Tharali,,,MISSING,MISSING
FACILITY_6471188,1,6471188,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kunkuli,Bairagana,Dasholi,,,MISSING,MISSING
FACILITY_8277447,1,8277447,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Thalabair,Thala Beind,Pokhari,,,MISSING,MISSING
FACILITY_4834610,1,4834610,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Pagna,Pagna,Ghat,,,MISSING,MISSING
FACILITY_1488472,1,1488472,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Chula,Chula,Karnaprayag,,,MISSING,MISSING
FACILITY_9909530,1,9909530,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Urgam,Urgam,Joshimath,,,MISSING,MISSING
FACILITY_9229795,1,9229795,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Vaan Madhye Kuling,Kuling,Dewal,,,MISSING,MISSING
FACILITY_5679677,2,5679677,UTTARAKHAND,CHAMOLI,DASHOLI,2,Nandprayag-Town Panchayat,Nandprayag (NP) -Chandika Mohalla Ward No.4,,,,,,MISSING,MISSING
FACILITY_9954276,1,9954276,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Mundoli,Mundoli,Dewal,,,MISSING,MISSING
FACILITY_2338338,1,2338338,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Marora,Maroda,Gairsain,,,MISSING,MISSING
FACILITY_9998762,7,9998762,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Balan,Balan,Dewal,,,MISSING,MISSING
FACILITY_4379556,1,4379556,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Gopeshwer Gaon Ward No.2,,,,,,MISSING,MISSING
FACILITY_9373133,4,9373133,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kotera,Koteda,Dewal,,,MISSING,MISSING
FACILITY_6207244,4,6207244,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Sailang,Selang,Joshimath,,,MISSING,MISSING
FACILITY_1008957,5,1008957,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Mundoli,Mundoli,Dewal,,,MISSING,MISSING
FACILITY_2290287,5,2290287,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bhagoti,Bhagoti,Narayanbagar,,,MISSING,MISSING
FACILITY_5878403,5,5878403,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Silangi,Silangi,Karnaprayag,,,MISSING,MISSING
FACILITY_9234396,5,9234396,UTTARAKHAND,CHAMOLI,THARALI,1,,,Chepadon,Chepron,Tharali,,,MISSING,MISSING
FACILITY_9096520,4,9096520,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kushrani Malli,Kusrani,Gairsain,,,MISSING,MISSING
FACILITY_5043146,1,5043146,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kheta Manvati,Kheta Manmati,Dewal,,,MISSING,MISSING
FACILITY_2811932,1,2811932,UTTARAKHAND,CHAMOLI,THARALI,1,,,Kasbi Nagar,Kasvinagar,Tharali,,,MISSING,MISSING
FACILITY_5136338,1,5136338,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Mauna,Mauna,Narayanbagar,,,MISSING,MISSING
FACILITY_3788266,1,3788266,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sunai,Sunai,Karnaprayag,,,MISSING,MISSING
FACILITY_8272271,1,8272271,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Dhara Talla,Dhara Talla,Dewal,,,MISSING,MISSING
FACILITY_7265734,1,7265734,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Ghes,Ghes,Dewal,,,MISSING,MISSING
FACILITY_8611034,1,8611034,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Farkiagaon,Farkiya,Joshimath,,,MISSING,MISSING
FACILITY_6675372,1,6675372,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Dewar,Dewar Kaneri,Dasholi,,,MISSING,MISSING
FACILITY_8698265,1,8698265,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Odar,Odar,Dewal,,,MISSING,MISSING
FACILITY_3377935,1,3377935,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Jalchaura,Saringgaon,Gairsain,,,MISSING,MISSING
FACILITY_3647109,1,3647109,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kot,Kot,Gairsain,,,MISSING,MISSING
FACILITY_3237207,1,3237207,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sonala,Sonla,Dasholi,,,MISSING,MISSING
FACILITY_2320958,1,2320958,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Dungri,Dungri,Narayanbagar,,,MISSING,MISSING
FACILITY_8825327,1,8825327,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kansuwa,Kansuwa,Gairsain,,,MISSING,MISSING
FACILITY_8168460,2,8168460,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Majyari Malli,Majiyari Malli,Gairsain,,,MISSING,MISSING
FACILITY_9666477,4,9666477,UTTARAKHAND,CHAMOLI,THARALI,1,,,Ruisan,Rui Sana,Tharali,,,MISSING,MISSING
FACILITY_7351224,11,7351224,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Siwae,Siwai,Pokhari,,,MISSING,MISSING
FACILITY_1777377,5,1777377,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Hali Sera Urf Adibadari,Bainithal (Adibadri),Gairsain,,,MISSING,MISSING
FACILITY_9695667,4,9695667,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Nailmalana,Nail Kurao,Dasholi,,,MISSING,MISSING
FACILITY_3217406,5,3217406,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Sitel,Gulari,Ghat,,,MISSING,MISSING
FACILITY_1963162,5,1963162,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gerur,Gerud,Tharali,,,MISSING,MISSING
FACILITY_3332607,4,3332607,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Beradhar,Beradhar,Dewal,,,MISSING,MISSING
FACILITY_9922661,4,9922661,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Gulabkoti,Gulab Koti,Joshimath,,,MISSING,MISSING
FACILITY_5714447,4,5714447,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,,,,,MISSING,MISSING
FACILITY_9045310,4,9045310,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Jhijhoni,Jhinjhoni,Narayanbagar,,,MISSING,MISSING
FACILITY_3812448,1,3812448,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Beradhar,Beradhar,Dewal,,,MISSING,MISSING
FACILITY_5660195,1,5660195,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Karachhon,Karchhon,Joshimath,,,MISSING,MISSING
FACILITY_3959720,5,3959720,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sankari,Sinau Talla Malla,Pokhari,,,MISSING,MISSING
FACILITY_1702614,1,1702614,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Gadseer,Garhasera,Narayanbagar,,,MISSING,MISSING
FACILITY_5288107,1,5288107,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Suktoli,Sukhtoli,Karnaprayag,,,MISSING,MISSING
FACILITY_8577942,1,8577942,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Rauta,Routa,Pokhari,,,MISSING,MISSING
FACILITY_7134226,1,7134226,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Silangi,Chaundali,Karnaprayag,,,MISSING,MISSING
FACILITY_9331816,1,9331816,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Thalabair,Thala Beind,Pokhari,,,MISSING,MISSING
FACILITY_4689869,1,4689869,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Khainoli,Khainoli,Narayanbagar,,,MISSING,MISSING
FACILITY_3018999,1,3018999,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nakholi,Nakholi,Narayanbagar,,,MISSING,MISSING
FACILITY_9337622,1,9337622,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kanda Maikhura,Kanda Maikhura,Karnaprayag,,,MISSING,MISSING
FACILITY_3716848,1,3716848,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Gulabkoti,Gulab Koti,Joshimath,,,MISSING,MISSING
FACILITY_8613289,1,8613289,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_1569378,1,1569378,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sem,Sem,Karnaprayag,,,MISSING,MISSING
FACILITY_2427206,1,2427206,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Chatolikiroli,Kiruli,Dasholi,,,MISSING,MISSING
FACILITY_6027495,1,6027495,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mokhmalla,Mokh Malla,Ghat,,,MISSING,MISSING
FACILITY_8589499,1,8589499,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kankhul Malla,Kankhul Malla,Karnaprayag,,,MISSING,MISSING
FACILITY_5407797,1,5407797,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Gandasu,Gandasu,Ghat,,,MISSING,MISSING
FACILITY_8829909,1,8829909,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kothara,Kothra,Narayanbagar,,,MISSING,MISSING
FACILITY_9373558,1,9373558,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Raduva,Raduwa,Pokhari,,,MISSING,MISSING
FACILITY_3977269,4,3977269,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Silkhola Laga Ichchholi,Dewal (Selkhola),Dewal,,,MISSING,MISSING
FACILITY_3624270,2,3624270,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_9645975,11,9645975,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Jhijhoni,Jhinjhoni,Narayanbagar,,,MISSING,MISSING
FACILITY_5977023,2,5977023,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Gaid Ward No. 2,,,,,,MISSING,MISSING
FACILITY_9710689,7,9710689,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Torati,Torti,Dewal,,,MISSING,MISSING
FACILITY_3130485,7,3130485,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Sutol,Sutol,Ghat,,,MISSING,MISSING
FACILITY_5066749,4,5066749,UTTARAKHAND,CHAMOLI,THARALI,1,,,Meltha,Dewalkot,Tharali,,,MISSING,MISSING
FACILITY_3919315,4,3919315,UTTARAKHAND,CHAMOLI,THARALI,1,,,Chaunda,Chounda,Tharali,,,MISSING,MISSING
FACILITY_3873987,4,3873987,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Manoor,Bedgaon,Narayanbagar,,,MISSING,MISSING
FACILITY_7947029,4,7947029,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Jalam,Jelam,Joshimath,,,MISSING,MISSING
FACILITY_8624798,4,8624798,UTTARAKHAND,CHAMOLI,DASHOLI,2,Nandprayag-Town Panchayat,Nandprayag (NP) -Chandika Mohalla Ward No.4,,,,,,MISSING,MISSING
FACILITY_9748066,4,9748066,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Simalt,Kanoth,Karnaprayag,,,MISSING,MISSING
FACILITY_5825885,5,5825885,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Nijmola,Nijmula,Dasholi,,,MISSING,MISSING
FACILITY_2237467,5,2237467,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Jakhmala,Pati Jakhmala,Pokhari,,,MISSING,MISSING
FACILITY_3641789,4,3641789,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sem,Sem,Karnaprayag,,,MISSING,MISSING
FACILITY_1131695,4,1131695,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Lam Bagar,Lambagar,Gairsain,,,MISSING,MISSING
FACILITY_8323561,1,8323561,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Golim,Golim,Dasholi,,,MISSING,MISSING
FACILITY_5155588,1,5155588,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Meeng,Meeng,Narayanbagar,,,MISSING,MISSING
FACILITY_6357264,1,6357264,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Balan,Balan,Dewal,,,MISSING,MISSING
FACILITY_8124908,1,8124908,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Girsa,Girasa,Pokhari,,,MISSING,MISSING
FACILITY_8364113,1,8364113,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Dham Dev,Kot,Gairsain,,,MISSING,MISSING
FACILITY_3356920,1,3356920,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Gadi,Gadi,Dasholi,,,MISSING,MISSING
FACILITY_2648158,1,2648158,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Koti,Koti,Karnaprayag,,,MISSING,MISSING
FACILITY_1408165,1,1408165,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kandai,Kandai,Dewal,,,MISSING,MISSING
FACILITY_4973120,1,4973120,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Thapli,Thapli,Karnaprayag,,,MISSING,MISSING
FACILITY_8768069,1,8768069,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nam Tol,Namtol,Narayanbagar,,,MISSING,MISSING
FACILITY_2464694,1,2464694,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mokhtalla,Mokh Talla,Ghat,,,MISSING,MISSING
FACILITY_3516379,1,3516379,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Saudiyani,Salla Retoli,Dasholi,,,MISSING,MISSING
FACILITY_8790015,1,8790015,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Simliya Lagga Kunigar,Kunigad Malli,Gairsain,,,MISSING,MISSING
FACILITY_9717717,1,9717717,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Silkhola Laga Ichchholi,Dewal (Selkhola),Dewal,,,MISSING,MISSING
FACILITY_6777703,1,6777703,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Vinayakdhaar Ward No. 3,,,,,,MISSING,MISSING
FACILITY_7980396,1,7980396,UTTARAKHAND,CHAMOLI,THARALI,1,,,Kulsari,Kulsari,Tharali,,,MISSING,MISSING
FACILITY_5266420,4,5266420,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Topovan,Tapovan,Joshimath,,,MISSING,MISSING
FACILITY_6854860,3,6854860,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,,,,,MISSING,MISSING
FACILITY_5388462,4,5388462,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Purna,Purna,Dewal,,,MISSING,MISSING
FACILITY_6295565,5,6295565,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Marora,Maroda,Gairsain,,,MISSING,MISSING
FACILITY_6251578,5,6251578,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Baratoli,Bartoli,Karnaprayag,,,MISSING,MISSING
FACILITY_3470600,7,3470600,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Molta,Molta,Joshimath,,,MISSING,MISSING
FACILITY_4548253,5,4548253,UTTARAKHAND,CHAMOLI,THARALI,1,,,Lolti,Lolti,Tharali,,,MISSING,MISSING
FACILITY_9256831,6,9256831,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Singhdhaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_7358147,1,7358147,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Bheta Chak Urgam,Bhenta,Joshimath,,,MISSING,MISSING
FACILITY_6248121,7,6248121,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Sarkot,Sarkot,Dewal,,,MISSING,MISSING
FACILITY_1636112,1,1636112,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Suniti,Gandasu,Ghat,,,MISSING,MISSING
FACILITY_8765150,1,8765150,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Fagti,Tolma,Joshimath,,,MISSING,MISSING
FACILITY_7662061,1,7662061,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Bamiyala,Bamiyala,Dasholi,,,MISSING,MISSING
FACILITY_9618602,1,9618602,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Pinau Laga Balan,Pinau,Dewal,,,MISSING,MISSING
FACILITY_5902945,1,5902945,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Harmal,Harmal,Dewal,,,MISSING,MISSING
FACILITY_7566724,1,7566724,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sera,Sera,Syaldey,,,MISSING,MISSING
FACILITY_6405113,1,6405113,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nam Tol,Namtol,Narayanbagar,,,MISSING,MISSING
FACILITY_3293480,1,3293480,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nand Gaon,Raigaon,Narayanbagar,,,MISSING,MISSING
FACILITY_8962105,1,8962105,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kei Painti,Kein Penti,Narayanbagar,,,MISSING,MISSING
FACILITY_2044567,1,2044567,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Gwad,Jaikandi (Barsoli),Karnaprayag,,,MISSING,MISSING
FACILITY_4792808,1,4792808,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Rohira,Rohida,Gairsain,,,MISSING,MISSING
FACILITY_5109580,2,5109580,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Naigwaad Ward No.8,,,,,,MISSING,MISSING
FACILITY_3194216,1,3194216,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Suiyya,Suieya,Dewal,,,MISSING,MISSING
FACILITY_4394718,7,4394718,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Silkhola Laga Ichchholi,Dewal (Selkhola),Dewal,,,MISSING,MISSING
FACILITY_6853273,2,6853273,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,Gochar (NP) - Mukhya Bazaar Chok Ward No.6,,,,,,MISSING,MISSING
FACILITY_5120704,7,5120704,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Sartoli,Sartoli,Dasholi,,,MISSING,MISSING
FACILITY_6356014,5,6356014,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Chaundi,Gajera,Ekeshwar,,,MISSING,MISSING
FACILITY_3300306,5,3300306,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Pagna,Pagna,Ghat,,,MISSING,MISSING
