facility_id,facility_display_name,pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,latitude,longitude,coordinate_source,coordinate_confidence
FACILITY_8789511,1,8789511,UTTARAKHAND,CHAMOLI,THARALI,1,,,Lolti,Lolti,Tharali,,,MISSING,MISSING
FACILITY_8078626,1,8078626,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Galnau,Siran,Karnaprayag,,,MISSING,MISSING
FACILITY_7045934,1,7045934,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kunigar Malli,Kunigad Malli,Gairsain,,,MISSING,MISSING
FACILITY_3858382,1,3858382,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Ramara Talla,Ramda Talla,Gairsain,,,MISSING,MISSING
FACILITY_8664836,1,8664836,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Majyari Malli,Majiyari Malli,Gairsain,,,MISSING,MISSING
FACILITY_8435333,1,8435333,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Bhangyul,Bhangyul,Joshimath,,,MISSING,MISSING
FACILITY_9873238,1,9873238,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Airas,Airas,Pokhari,,,MISSING,MISSING
FACILITY_8393279,1,8393279,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Kandai Khola,Kandai Khola,Pokhari,,,MISSING,MISSING
FACILITY_3766396,1,3766396,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sauda Mangara,Soda Mangra,Pokhari,,,MISSING,MISSING
FACILITY_3693905,1,3693905,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Bainoli,Benoli,Karnaprayag,,,MISSING,MISSING
FACILITY_7994409,1,7994409,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Gandik Talla,Gandik Talla,Narayanbagar,,,MISSING,MISSING
FACILITY_7446525,1,7446525,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Birsansera,Birsan Sera,Pokhari,,,MISSING,MISSING
FACILITY_1123322,1,1123322,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Salud,Salud Dungra,Joshimath,,,MISSING,MISSING
FACILITY_6764906,4,6764906,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Deosari,Devsari,Dewal,,,MISSING,MISSING
FACILITY_3830086,1,3830086,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Hali Sera Urf Adibadari,Bainithal (Adibadri),Gairsain,,,MISSING,MISSING
FACILITY_3777185,1,3777185,UTTARAKHAND,CHAMOLI,THARALI,1,,,Thala,Thala,Tharali,,,MISSING,MISSING
FACILITY_2605737,1,2605737,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Luntara,Luntara,Ghat,,,MISSING,MISSING
FACILITY_3741264,5,3741264,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Khainuri,Khainuri,Dasholi,,,MISSING,MISSING
FACILITY_5984060,8,5984060,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Sunai,Sunai,Karnaprayag,,,MISSING,MISSING
FACILITY_9081602,7,9081602,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Lankhee,Lankhi,Ghat,,,MISSING,MISSING
FACILITY_6560324,7,6560324,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kimoli Malli,Kimoli,Karnaprayag,,,MISSING,MISSING
FACILITY_6129327,2,6129327,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Saikot,Saikot,Dasholi,,,MISSING,MISSING
FACILITY_7315523,4,7315523,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Airwadi,Aeirwadi,Karnaprayag,,,MISSING,MISSING
FACILITY_6079038,5,6079038,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kolson,Kolson,Karnaprayag,,,MISSING,MISSING
FACILITY_7665792,4,7665792,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Thalabair,Thala Beind,Pokhari,,,MISSING,MISSING
FACILITY_5256087,1,5256087,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_5657371,1,5657371,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Ravigram Ward No.9,,,,,,MISSING,MISSING
FACILITY_4609997,1,4609997,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Hailang,Helang,Joshimath,,,MISSING,MISSING
FACILITY_5176135,1,5176135,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Harmani Talli,Harmani Talli,Narayanbagar,,,MISSING,MISSING
FACILITY_7760997,1,7760997,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Naugaon Talla,Kolani,Gairsain,,,MISSING,MISSING
FACILITY_5388146,1,5388146,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Devgram,Devgram,Joshimath,,,MISSING,MISSING
FACILITY_7002696,1,7002696,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Ravigram Ward No.9,,,,,,MISSING,MISSING
FACILITY_3268756,6,3268756,UTTARAKHAND,CHAMOLI,THARALI,2,Tharali-Town Panchayat,Tharali (NP) - Bhainta Ward No. 1,,,,,,MISSING,MISSING
FACILITY_6505914,1,6505914,UTTARAKHAND,CHAMOLI,THARALI,1,,,Talwari Khalsa,Talwadi Khalsa,Tharali,,,MISSING,MISSING
FACILITY_7189135,1,7189135,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kurar Gunth,Kurud Goonth,Ghat,,,MISSING,MISSING
FACILITY_2978417,1,2978417,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Sunil Ward No.7,,,,,,MISSING,MISSING
FACILITY_2834626,1,2834626,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Ramani,Ramani,Ghat,,,MISSING,MISSING
FACILITY_6052160,1,6052160,UTTARAKHAND,CHAMOLI,THARALI,1,,,Ruisan,Rui Sana,Tharali,,,MISSING,MISSING
FACILITY_7586831,1,7586831,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Nagbugar Urf Farkhet,Nagbagar(Farkhet),Ghat,,,MISSING,MISSING
FACILITY_2443292,1,2443292,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Nagartangsa,Tangsa,Dasholi,,,MISSING,MISSING
FACILITY_4839267,5,4839267,UTTARAKHAND,CHAMOLI,THARALI,1,,,Dungri,Dungri,Tharali,,,MISSING,MISSING
FACILITY_8056489,1,8056489,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Deosari,Devsari,Dewal,,,MISSING,MISSING
FACILITY_5244079,1,5244079,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ganoli,Ganoli,Karnaprayag,,,MISSING,MISSING
FACILITY_5338900,2,5338900,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Gairsain Pashchimi Bhaag Ward No. 4,,,,,,MISSING,MISSING
FACILITY_5952462,1,5952462,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Silodi,Mauna,Narayanbagar,,,MISSING,MISSING
FACILITY_5820108,1,5820108,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Agontha,Duwa,Karnaprayag,,,MISSING,MISSING
FACILITY_8176661,1,8176661,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kandara,Kandara,Karnaprayag,,,MISSING,MISSING
FACILITY_2563691,2,2563691,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Banswara Chak Sainti,Sainti,Ghat,,,MISSING,MISSING
FACILITY_2008193,1,2008193,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Dungra Barosi,Dugra Barosi,Joshimath,,,MISSING,MISSING
FACILITY_4783419,1,4783419,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Pokhri Lower Ward No. 2,,,,,,MISSING,MISSING
FACILITY_6338583,1,6338583,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kathur,Kathud,Dasholi,,,MISSING,MISSING
FACILITY_7554424,1,7554424,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Tajpur Laga Kandai,Tajpur,Dewal,,,MISSING,MISSING
FACILITY_5798541,2,5798541,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Naigwaad Ward No.8,,,,,,MISSING,MISSING
FACILITY_5298970,1,5298970,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dhar Dungri,Dimmar,Karnaprayag,,,MISSING,MISSING
FACILITY_9828408,1,9828408,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Jakhola,Jakhola,Joshimath,,,MISSING,MISSING
FACILITY_7418666,4,7418666,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Subhash Nagar Shivaji Ward No.7,,,,,,MISSING,MISSING
FACILITY_9839827,1,9839827,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Suiyya,Suieya,Dewal,,,MISSING,MISSING
FACILITY_3680229,1,3680229,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Niwadi,Langasu,Karnaprayag,,,MISSING,MISSING
FACILITY_4170046,1,4170046,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Baindu,Ghudshal,Dasholi,,,MISSING,MISSING
FACILITY_4671683,1,4671683,UTTARAKHAND,CHAMOLI,THARALI,1,,,Chidanga State,Chidinga Malla,Tharali,,,MISSING,MISSING
FACILITY_5412299,1,5412299,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Tangala,Tangla,Ghat,,,MISSING,MISSING
FACILITY_1812555,1,1812555,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Niti,Neeti,Joshimath,,,MISSING,MISSING
FACILITY_2694686,1,2694686,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Chulakot,Chulakot,Karnaprayag,,,MISSING,MISSING
FACILITY_7755020,1,7755020,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kamera,Kameda(Choki),Karnaprayag,,,MISSING,MISSING
FACILITY_7037659,1,7037659,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Sitel,Gulari,Ghat,,,MISSING,MISSING
FACILITY_4858615,1,4858615,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Uttaraun,Uttraon,Karnaprayag,,,MISSING,MISSING
FACILITY_7997760,1,7997760,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Pokhani Urf Pokhari,Pokhani,Joshimath,,,MISSING,MISSING
FACILITY_5061929,1,5061929,UTTARAKHAND,CHAMOLI,THARALI,1,,,Bajwar,Bajwad,Tharali,,,MISSING,MISSING
FACILITY_1455735,1,1455735,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Ropachalthar,Ropa Semdugra,Dasholi,,,MISSING,MISSING
FACILITY_4476556,3,4476556,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Jaikandi,Jaikandi (Barsoli),Karnaprayag,,,MISSING,MISSING
FACILITY_5154502,2,5154502,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kirasal,Kirsal,Gairsain,,,MISSING,MISSING
FACILITY_4925564,1,4925564,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Lasiyari,Lasee,Dasholi,,,MISSING,MISSING
FACILITY_6989139,1,6989139,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Ritholi,Kimoli,Karnaprayag,,,MISSING,MISSING
FACILITY_2449088,1,2449088,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Maharbagti,Maharbagthi,Ghat,,,MISSING,MISSING
FACILITY_4881186,1,4881186,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Lyari Thana,Lyari Theina,Joshimath,,,MISSING,MISSING
FACILITY_3691807,1,3691807,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Pajyana,Panjyana,Gairsain,,,MISSING,MISSING
FACILITY_5587433,1,5587433,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Ropa,Ropa,Dasholi,,,MISSING,MISSING
FACILITY_1171873,11,1171873,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kafoli Malli,Kafoli,Narayanbagar,,,MISSING,MISSING
FACILITY_8711174,4,8711174,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Bansoli Walli,Banasoli,Karnaprayag,,,MISSING,MISSING
FACILITY_4513176,5,4513176,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Koti,Koti,Karnaprayag,,,MISSING,MISSING
FACILITY_4286711,4,4286711,UTTARAKHAND,CHAMOLI,THARALI,1,,,Bunga,Kuridhar,Sult,,,MISSING,MISSING
FACILITY_7237477,5,7237477,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Singhdhaar Ward No.4,,,,,,MISSING,MISSING
FACILITY_9287557,1,9287557,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Tairakhansal,Teda Khansal,Dasholi,,,MISSING,MISSING
FACILITY_7483795,4,7483795,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dada Dhamdhama,Dhamdhama,Karnaprayag,,,MISSING,MISSING
FACILITY_2169790,1,2169790,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Pilang Chatoli,Pilang,Dasholi,,,MISSING,MISSING
FACILITY_5673460,1,5673460,UTTARAKHAND,CHAMOLI,THARALI,1,,,Sonala,Sunla,Tharali,,,MISSING,MISSING
FACILITY_9598690,1,9598690,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Majkhola,Majhkhola,Karnaprayag,,,MISSING,MISSING
FACILITY_6838625,1,6838625,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Nand Keshari,Kothi,Dewal,,,MISSING,MISSING
FACILITY_9161466,1,9161466,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Langtai,Langtain (Silpata),Gairsain,,,MISSING,MISSING
FACILITY_3207223,1,3207223,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Rains,Rains,Narayanbagar,,,MISSING,MISSING
FACILITY_4961217,1,4961217,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Kotera,Koteda,Dewal,,,MISSING,MISSING
FACILITY_4535130,1,4535130,UTTARAKHAND,CHAMOLI,THARALI,1,,,Paingadh,Pengarh,Tharali,,,MISSING,MISSING
FACILITY_1597799,1,1597799,UTTARAKHAND,CHAMOLI,THARALI,1,,,Bunga,Kuridhar,Sult,,,MISSING,MISSING
FACILITY_8047055,1,8047055,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Dhar Gaon,Kumjug,Ghat,,,MISSING,MISSING
FACILITY_3852723,1,3852723,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Topovan,Tapovan,Joshimath,,,MISSING,MISSING
FACILITY_1514659,7,1514659,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehal Chauri,Mehal Chauri,Gairsain,,,MISSING,MISSING
FACILITY_7372694,1,7372694,UTTARAKHAND,CHAMOLI,THARALI,1,,,Dewal Gwar,Dewalgwad,Tharali,,,MISSING,MISSING
FACILITY_3365245,1,3365245,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Ased,Aser,Narayanbagar,,,MISSING,MISSING
FACILITY_5673695,5,5673695,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Guniyala Ward No. 4,,,,,,MISSING,MISSING
FACILITY_4212264,1,4212264,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Nail,Nel,Pokhari,,,MISSING,MISSING
FACILITY_1971048,1,1971048,UTTARAKHAND,CHAMOLI,THARALI,2,Tharali-Town Panchayat,Tharali (NP) - Bhainta Ward No. 1,,,,,,MISSING,MISSING
FACILITY_2754226,5,2754226,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Lingadi,Lingari,Dewal,,,MISSING,MISSING
FACILITY_5517584,4,5517584,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Karachhon,Karchhon,Joshimath,,,MISSING,MISSING
FACILITY_6535201,4,6535201,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kunakhet,Kunkhet,Gairsain,,,MISSING,MISSING
FACILITY_7736458,4,7736458,UTTARAKHAND,CHAMOLI,THARALI,1,,,Dharwaram,Dharbaram,Tharali,,,MISSING,MISSING
FACILITY_9464867,4,9464867,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Syuna,Syuna,Dasholi,,,MISSING,MISSING
FACILITY_4617546,1,4617546,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,,,,,MISSING,MISSING
FACILITY_3372868,1,3372868,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Bangthal,Bangthal,Pokhari,,,MISSING,MISSING
FACILITY_6679895,1,6679895,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Simalt,Kanoth,Karnaprayag,,,MISSING,MISSING
FACILITY_2924137,1,2924137,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Duwa,Duwa,Karnaprayag,,,MISSING,MISSING
FACILITY_6267198,1,6267198,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Malasi,Malsi,Gairsain,,,MISSING,MISSING
FACILITY_5628777,1,5628777,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Matiyala,Matiyala,Karnaprayag,,,MISSING,MISSING
FACILITY_3543596,1,3543596,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kandari Khor,Kandari Khor,Gairsain,,,MISSING,MISSING
FACILITY_7166331,1,7166331,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kunjpothani,Konj Pothani,Dasholi,,,MISSING,MISSING
FACILITY_7734944,2,7734944,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Saliyana Ward No. 1,,,,,,MISSING,MISSING
FACILITY_1853022,1,1853022,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Karnaprayag-Municipality,Karnaprayag (NP) -Bus Station Semi Ward No.6,,,,,,MISSING,MISSING
FACILITY_9615461,1,9615461,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Mathkot,Mathkot,Ghat,,,MISSING,MISSING
FACILITY_6996508,3,6996508,UTTARAKHAND,CHAMOLI,DEHRADUN REGION,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Paduli Papdiyana Ward No.9,,,,,,MISSING,MISSING
FACILITY_2111520,7,2111520,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Pairi,Peri,Ghat,,,MISSING,MISSING
FACILITY_8740550,7,8740550,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehargaon,Ramra Malla,Gairsain,,,MISSING,MISSING
FACILITY_9571818,4,9571818,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sirana,Sirana,Gairsain,,,MISSING,MISSING
FACILITY_9737414,5,9737414,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kandara,Kandara,Karnaprayag,,,MISSING,MISSING
FACILITY_3322563,5,3322563,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kund Colony Ward No.3,,,,,,MISSING,MISSING
FACILITY_3988289,4,3988289,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Beri Talli,Beditalli,Gairsain,,,MISSING,MISSING
FACILITY_1965730,5,1965730,UTTARAKHAND,CHAMOLI,POKHARI,2,POKHRI-Town Panchayat,Pokhri (NP) -Pokhri Lower Ward No. 2,,,,,,MISSING,MISSING
FACILITY_2908120,1,2908120,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Bhainti,Bhenti,Ghat,,,MISSING,MISSING
FACILITY_7696625,1,7696625,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kaub,Kaub,Narayanbagar,,,MISSING,MISSING
FACILITY_9435204,1,9435204,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bisauna,Bisona,Gairsain,,,MISSING,MISSING
FACILITY_2195700,1,2195700,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Irani,Irani,Dasholi,,,MISSING,MISSING
FACILITY_4268777,1,4268777,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Atthu,Atthu,Dewal,,,MISSING,MISSING
FACILITY_3261200,1,3261200,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Odar,Odar,Dewal,,,MISSING,MISSING
FACILITY_4537849,1,4537849,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Budera,Budera,Narayanbagar,,,MISSING,MISSING
FACILITY_8007809,1,8007809,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Angtoli,Angtoli,Narayanbagar,,,MISSING,MISSING
FACILITY_5366325,1,5366325,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Rajbagti,Rajwagati,Ghat,,,MISSING,MISSING
FACILITY_9147253,1,9147253,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Bhatingyala,Bhatingyala,Dasholi,,,MISSING,MISSING
FACILITY_9922630,1,9922630,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Kevar Malla,Kewar Malla,Narayanbagar,,,MISSING,MISSING
FACILITY_4195500,1,4195500,UTTARAKHAND,CHAMOLI,KARANPRAYAG,2,Gochar-Municipality,Gochar (NP) -Panaai Malli Ward No.1,,,,,,MISSING,MISSING
FACILITY_4900601,1,4900601,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Sainj,Jakh Patyun,Narayanbagar,,,MISSING,MISSING
FACILITY_8425690,1,8425690,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Subhai,Subhai,Joshimath,,,MISSING,MISSING
FACILITY_1503606,1,1503606,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Saliyana Ward No. 1,,,,,,MISSING,MISSING
FACILITY_2976903,1,2976903,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Jhijhoni,Jhinjhoni,Narayanbagar,,,MISSING,MISSING
FACILITY_8851472,2,8851472,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Gaid Ward No. 2,,,,,,MISSING,MISSING
FACILITY_4389180,1,4389180,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Malethi,Malethi,Gairsain,,,MISSING,MISSING
FACILITY_9355814,1,9355814,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Nijmola,Nijmula,Dasholi,,,MISSING,MISSING
FACILITY_3970909,1,3970909,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Mirg,Merag,Joshimath,,,MISSING,MISSING
FACILITY_2070151,1,2070151,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Baniyas,Dharkot,Karnaprayag,,,MISSING,MISSING
FACILITY_2096227,1,2096227,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Molta,Molta,Joshimath,,,MISSING,MISSING
FACILITY_8680977,7,8680977,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Chaud,Chaud,Dewal,,,MISSING,MISSING
FACILITY_1662456,4,1662456,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kunjpothani,Konj Pothani,Dasholi,,,MISSING,MISSING
FACILITY_1919604,5,1919604,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gudam State,Talwadi State,Tharali,,,MISSING,MISSING
FACILITY_6411912,5,6411912,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Narayan Bagad,Narayan Bagar,Narayanbagar,,,MISSING,MISSING
FACILITY_8554234,5,8554234,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Nail,Nail,Gairsain,,,MISSING,MISSING
FACILITY_9084831,4,9084831,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Simkholi,Simkholi,Pokhari,,,MISSING,MISSING
FACILITY_2337541,4,2337541,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Bedula,Bedula,Narayanbagar,,,MISSING,MISSING
FACILITY_2638021,7,2638021,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Bamoth,Bamoth,Pokhari,,,MISSING,MISSING
FACILITY_2207350,4,2207350,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Silkhola Laga Ichchholi,Dewal (Selkhola),Dewal,,,MISSING,MISSING
FACILITY_9182712,1,9182712,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Malkot,Malkot,Gairsain,,,MISSING,MISSING
FACILITY_6848647,1,6848647,UTTARAKHAND,CHAMOLI,DASHOLI,2,Nandprayag-Town Panchayat,Nandprayag (NP) -Muniyaali Ward No.1,,,,,,MISSING,MISSING
FACILITY_8097552,1,8097552,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Kimoda,Kimotha,Pokhari,,,MISSING,MISSING
FACILITY_6078619,1,6078619,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Thaing,Theing,Joshimath,,,MISSING,MISSING
FACILITY_4406165,1,4406165,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Deosari,Devsari,Dewal,,,MISSING,MISSING
FACILITY_5834356,4,5834356,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Chatolikiroli,Kiruli,Dasholi,,,MISSING,MISSING
FACILITY_3720184,1,3720184,UTTARAKHAND,CHAMOLI,THARALI,1,,,Ratgaon Chak,Ratgaon,Tharali,,,MISSING,MISSING
FACILITY_8495932,4,8495932,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Junair,Juner,Narayanbagar,,,MISSING,MISSING
FACILITY_9613164,5,9613164,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Ghuni,Ghuni,Ghat,,,MISSING,MISSING
FACILITY_4364996,7,4364996,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Jhiloti,Jhiloti,Pokhari,,,MISSING,MISSING
FACILITY_6917863,7,6917863,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Choting,Choting,Dewal,,,MISSING,MISSING
FACILITY_1666093,4,1666093,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Naugaon Talla,Kolani,Gairsain,,,MISSING,MISSING
FACILITY_9156747,5,9156747,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Langsi,Langasi,Joshimath,,,MISSING,MISSING
FACILITY_2541416,1,2541416,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Rohira,Rohida,Gairsain,,,MISSING,MISSING
FACILITY_6007434,1,6007434,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sirana,Sirana,Gairsain,,,MISSING,MISSING
FACILITY_5886051,1,5886051,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Bukhara Kheta,Bhandari Khor,Gairsain,,,MISSING,MISSING
FACILITY_2465427,1,2465427,UTTARAKHAND,CHAMOLI,Jyotirmath,2,Joshimath-Municipality,Joshimath (MB) - Persaari Ward No.8,,,,,,MISSING,MISSING
