site_id,site_name,site_cluster,village_name,urban_local_body_name,ward_name,block_name,district_name,matched_settlement_id,matched_address,latitude,longitude,coordinate_confidence,coordinate_match_method,school_category_code,school_type_code,total_classrooms,good_classrooms,minor_repair_classrooms,major_repair_classrooms,normal_classroom_capacity,temporary_capacity,available_capacity,building_score,road_score,water_score,electricity_score,land_score,boundary_wall_score,safety_score,accessibility_score,capacity_score,infrastructure_score,facility_suitability_score,safe_site_score,nearest_settlement_id,nearest_settlement_name,nearest_settlement_distance_km,site_status
9045310,Educational Facility,Jhijhoni,Jhijhoni,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,62.273,48.68,,,,LOW_SUITABILITY
3959720,Educational Facility,Sankari,Sankari,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,12,12,0,0,300,150.0,150,100.0,0.0,100.0,100.0,100.0,100.0,66.667,40.0,36.364,95.0,65.758,57.64,,,,MEDIUM_SUITABILITY
1702614,Educational Facility,Gadseer,Gadseer,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,0.0,100.0,40.0,6.061,75.0,61.515,45.37,,,,LOW_SUITABILITY
5288107,Educational Facility,Suktoli,Suktoli,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,,,,MEDIUM_SUITABILITY
8577942,Educational Facility,Rauta,Rauta,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
7134226,Educational Facility,Silangi,Silangi,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,0.0,100.0,100.0,40.0,9.091,85.0,62.273,47.93,,,,LOW_SUITABILITY
9331816,Educational Facility,Thalabair,Thalabair,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,6.061,75.0,76.515,63.37,,,,MEDIUM_SUITABILITY
4689869,Educational Facility,Khainoli,Khainoli,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,100.0,100.0,40.0,6.061,85.0,61.515,46.87,,,,LOW_SUITABILITY
3018999,Educational Facility,Nakholi,Nakholi,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,66.667,40.0,6.061,85.0,58.182,45.54,,,,LOW_SUITABILITY
3716848,Educational Facility,Gulabkoti,Gulabkoti,,,Joshimath,CHAMOLI,SETTLEMENT_40840,Gulabkoti,30.5046348,79.4916067,MEDIUM,VILLAGE_NAME,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,6.061,85.0,76.515,64.87,SETTLEMENT_40840,Gulabkoti,0.0,MEDIUM_SUITABILITY
8613289,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,8,8,0,0,200,100.0,100,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,24.242,85.0,81.061,71.23,,,,HIGH_SUITABILITY
1569378,Educational Facility,Sem,Sem,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
6027495,Educational Facility,Mokhmalla,Mokhmalla,,,Ghat,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,4,2,2,0,50,25.0,25,50.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,6.061,100.0,46.515,43.12,,,,LOW_SUITABILITY
8829909,Educational Facility,Kothara,Kothara,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,0.0,100.0,40.0,6.061,75.0,61.515,45.37,,,,LOW_SUITABILITY
9373558,Educational Facility,Raduva,Raduva,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,5,5,0,0,125,62.5,62,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,15.152,90.0,63.788,50.8,,,,MEDIUM_SUITABILITY
3977269,Educational Facility,Silkhola Laga Ichchholi,Silkhola Laga Ichchholi,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.091,100.0,77.273,68.18,,,,MEDIUM_SUITABILITY
3624270,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,2,3,10,10,0,0,250,125.0,125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,30.303,100.0,82.576,75.61,,,,HIGH_SUITABILITY
9645975,Educational Facility,Jhijhoni,Jhijhoni,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,11,3,4,4,0,0,100,50.0,50,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,12.121,100.0,78.03,69.24,,,,MEDIUM_SUITABILITY
5977023,Educational Facility,Gairsain-Town Panchayat,,Gairsain-Town Panchayat,Gairsain (NP) -Gaid Ward No. 2,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,2,3,11,11,0,0,275,137.5,138,100.0,100.0,100.0,100.0,100.0,0.0,66.667,100.0,33.333,85.0,80.0,73.08,,,,HIGH_SUITABILITY
9710689,Educational Facility,Torati,Torati,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,7,3,0,4,75,37.5,38,42.857,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,45.13,41.82,,,,LOW_SUITABILITY
3130485,Educational Facility,Sutol,Sutol,,,Ghat,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,7,7,0,0,175,87.5,88,100.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,21.212,100.0,65.303,54.42,,,,MEDIUM_SUITABILITY
5066749,Educational Facility,Meltha,Meltha,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
3919315,Educational Facility,Chaunda,Chaunda,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
3873987,Educational Facility,Manoor,Manoor,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.091,100.0,77.273,68.18,,,,MEDIUM_SUITABILITY
7947029,Educational Facility,Jalam,Jalam,,,Joshimath,CHAMOLI,SETTLEMENT_40897,Jalam,30.638213,79.825207,MEDIUM,VILLAGE_NAME,4,3,4,2,1,1,50,25.0,25,50.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,61.515,59.62,SETTLEMENT_40897,Jalam,0.0,MEDIUM_SUITABILITY
5825885,Educational Facility,Nijmola,Nijmola,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,7,3,1,3,75,37.5,38,42.857,0.0,100.0,100.0,0.0,0.0,100.0,40.0,9.091,75.0,45.13,39.57,,,,LOW_SUITABILITY
2237467,Educational Facility,Jakhmala,Jakhmala,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,7,7,0,0,175,87.5,88,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,21.212,90.0,65.303,52.92,,,,MEDIUM_SUITABILITY
3641789,Educational Facility,Sem,Sem,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,62.273,48.68,,,,LOW_SUITABILITY
5155588,Educational Facility,Meeng,Meeng,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,,,,MEDIUM_SUITABILITY
8124908,Educational Facility,Girsa,Girsa,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,,,,MEDIUM_SUITABILITY
8364113,Educational Facility,Dham Dev,Dham Dev,,,Gairsain,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
1408165,Educational Facility,Kandai,Kandai,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
4973120,Educational Facility,Thapli,Thapli,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,9.091,75.0,77.273,64.43,,,,MEDIUM_SUITABILITY
9717717,Educational Facility,Silkhola Laga Ichchholi,Silkhola Laga Ichchholi,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,5,5,0,0,125,62.5,62,100.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,15.152,100.0,63.788,52.3,,,,MEDIUM_SUITABILITY
6777703,Educational Facility,POKHRI-Town Panchayat,,POKHRI-Town Panchayat,Pokhri (NP) -Vinayakdhaar Ward No. 3,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,9,9,0,0,225,112.5,112,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,27.273,90.0,66.818,55.05,,,,MEDIUM_SUITABILITY
5266420,Educational Facility,Topovan,Topovan,,,Joshimath,CHAMOLI,SETTLEMENT_40873,Topovan,30.4861,79.4639,MEDIUM,VILLAGE_NAME,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,0.0,100.0,66.667,100.0,9.091,80.0,73.939,63.85,SETTLEMENT_40873,Topovan,0.0,MEDIUM_SUITABILITY
6854860,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Kothiyaal Gaon Ward No.10,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,3,3,24,24,0,0,600,300.0,300,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,72.727,90.0,93.182,88.95,,,,HIGH_SUITABILITY
6295565,Educational Facility,Marora,Marora,,,Gairsain,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,7,3,4,0,75,37.5,38,42.857,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,45.13,41.82,,,,LOW_SUITABILITY
6251578,Educational Facility,Baratoli,Baratoli,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,12,2,0,10,50,25.0,25,16.667,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,36.515,37.62,,,,LOW_SUITABILITY
3470600,Educational Facility,Molta,Molta,,,Joshimath,CHAMOLI,SETTLEMENT_40850,Molta,30.4831116,79.5207657,MEDIUM,VILLAGE_NAME,7,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,62.273,48.68,SETTLEMENT_40850,Molta,0.0,LOW_SUITABILITY
4548253,Educational Facility,Lolti,Lolti,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,12,9,2,1,225,112.5,112,75.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,27.273,90.0,74.318,70.05,,,,HIGH_SUITABILITY
9256831,Educational Facility,Joshimath-Municipality,,Joshimath-Municipality,Joshimath (MB) - Singhdhaar Ward No.4,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,6,3,13,13,0,0,325,162.5,162,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,39.394,90.0,84.848,77.29,,,,HIGH_SUITABILITY
7358147,Educational Facility,Bheta Chak Urgam,Bheta Chak Urgam,,,Joshimath,CHAMOLI,SETTLEMENT_40819,Bheta Chak Urgam,30.540621,79.469825,MEDIUM,VILLAGE_NAME,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,6.061,100.0,61.515,49.12,SETTLEMENT_40819,Bheta Chak Urgam,0.0,LOW_SUITABILITY
6248121,Educational Facility,Sarkot,Sarkot,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,6,3,0,3,75,37.5,38,50.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,47.273,42.68,,,,LOW_SUITABILITY
8765150,Educational Facility,Fagti,Fagti,,,Joshimath,CHAMOLI,SETTLEMENT_40854,Fagti,30.55631,79.775609,MEDIUM,VILLAGE_NAME,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.061,100.0,76.515,67.12,SETTLEMENT_40854,Fagti,0.0,MEDIUM_SUITABILITY
7662061,Educational Facility,Bamiyala,Bamiyala,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,100.0,66.667,40.0,6.061,95.0,58.182,47.04,,,,LOW_SUITABILITY
9618602,Educational Facility,Pinau Laga Balan,Pinau Laga Balan,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
7566724,Educational Facility,Sera,Sera,,,Syaldey,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,0.0,100.0,40.0,6.061,75.0,61.515,45.37,,,,LOW_SUITABILITY
8962105,Educational Facility,Kei Painti,Kei Painti,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
5109580,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Naigwaad Ward No.8,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,2,3,11,11,0,0,275,137.5,138,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,33.333,85.0,83.333,74.42,,,,HIGH_SUITABILITY
3194216,Educational Facility,Suiyya,Suiyya,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.091,100.0,77.273,68.18,,,,MEDIUM_SUITABILITY
6853273,Educational Facility,Gochar-Municipality,,Gochar-Municipality,Gochar (NP) - Mukhya Bazaar Chok Ward No.6,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,2,3,8,8,0,0,200,100.0,100,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,24.242,85.0,81.061,71.23,,,,HIGH_SUITABILITY
5120704,Educational Facility,Sartoli,Sartoli,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,5,5,0,0,125,62.5,62,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,15.152,90.0,63.788,50.8,,,,MEDIUM_SUITABILITY
6356014,Educational Facility,Chaundi,Chaundi,,,Ekeshwar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,7,3,1,3,75,37.5,38,42.857,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,45.13,41.82,,,,LOW_SUITABILITY
3300306,Educational Facility,Pagna,Pagna,,,Ghat,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,8,4,0,4,100,50.0,50,50.0,0.0,100.0,100.0,0.0,0.0,100.0,40.0,12.121,75.0,48.03,41.49,,,,LOW_SUITABILITY
4406408,Educational Facility,Beradhar,Beradhar,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
6698380,Educational Facility,Kimoli,Kimoli,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,8,3,6,6,0,0,150,75.0,75,100.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,18.182,100.0,64.545,53.36,,,,MEDIUM_SUITABILITY
9864240,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Paduli Papdiyana Ward No.9,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,62.273,48.68,,,,LOW_SUITABILITY
9618808,Educational Facility,Karnaprayag-Municipality,,Karnaprayag-Municipality,Karnaprayag (NP) -Eda Badhaani Ward No.2,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,6.061,75.0,76.515,63.37,,,,MEDIUM_SUITABILITY
9623218,Educational Facility,Kanol,Kanol,,,Ghat,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,0.0,100.0,40.0,6.061,75.0,61.515,45.37,,,,LOW_SUITABILITY
3196183,Educational Facility,Bagoli,Bagoli,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,,,,MEDIUM_SUITABILITY
8619003,Educational Facility,Dhurma,Dhurma,,,Ghat,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,6.061,85.0,76.515,64.87,,,,MEDIUM_SUITABILITY
3887364,Educational Facility,Jola,Jola,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,0.0,0.0,66.667,40.0,6.061,70.0,58.182,43.29,,,,LOW_SUITABILITY
5176825,Educational Facility,Jilasu,Jilasu,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
9223249,Educational Facility,Gudam State,Gudam State,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,0.0,66.667,100.0,6.061,70.0,73.182,61.29,,,,MEDIUM_SUITABILITY
5410985,Educational Facility,Ropa,Ropa,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,6.061,75.0,76.515,63.37,,,,MEDIUM_SUITABILITY
3657739,Educational Facility,Bamiyala,Bamiyala,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
7613926,Educational Facility,Shrigadh,Shrigadh,,,Pokhari,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,7,6,1,0,150,75.0,75,85.714,0.0,100.0,100.0,100.0,0.0,100.0,40.0,18.182,90.0,60.26,50.15,,,,MEDIUM_SUITABILITY
5416741,Educational Facility,Chamoli Gopeshwar-Municipality,,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Uper Bazaar Ward No.4,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,3,3,20,20,0,0,500,250.0,250,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.606,100.0,90.152,86.21,,,,HIGH_SUITABILITY
4735670,Educational Facility,Mundoli,Mundoli,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,100.0,100.0,40.0,9.091,100.0,62.273,50.18,,,,MEDIUM_SUITABILITY
7961392,Educational Facility,Sidoli,Sidoli,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,6,6,0,0,150,75.0,75,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,18.182,90.0,64.545,51.86,,,,MEDIUM_SUITABILITY
4382759,Educational Facility,Sankot,Sankot,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
5952379,Educational Facility,Saliyana Talla,Saliyana Talla,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,9,7,0,2,175,87.5,88,77.778,0.0,100.0,100.0,100.0,0.0,100.0,40.0,21.212,90.0,58.636,50.26,,,,MEDIUM_SUITABILITY
7493822,Educational Facility,Joshimath-Municipality,,Joshimath-Municipality,Joshimath (MB) - Ravigram Ward No.9,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,2,13,13,0,0,325,162.5,162,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,39.394,100.0,84.848,78.79,,,,HIGH_SUITABILITY
4836894,Educational Facility,Rain Laga Odar,Rain Laga Odar,,,Dewal,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,7,3,3,3,0,0,75,37.5,38,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,9.091,90.0,62.273,48.68,,,,LOW_SUITABILITY
4935027,Educational Facility,Lolti,Lolti,,,Tharali,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,4,3,3,3,0,0,75,37.5,38,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,9.091,90.0,77.273,66.68,,,,MEDIUM_SUITABILITY
9481674,Educational Facility,Gochar-Municipality,,Gochar-Municipality,"Gochar (NP) -Panaai Talli, Palsaari Ward No.4",,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,6,3,18,18,0,0,450,225.0,225,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,54.545,100.0,88.636,84.09,,,,HIGH_SUITABILITY
1380151,Educational Facility,Dewar Khandora,Dewar Khandora,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,5,3,10,10,0,0,250,125.0,125,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,30.303,90.0,82.576,74.11,,,,HIGH_SUITABILITY
1303265,Educational Facility,Nauna,Nauna,,,Gairsain,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
6190652,Educational Facility,Bara Gaon,Bara Gaon,,,Joshimath,CHAMOLI,SETTLEMENT_40864,Bara gaon,30.521287,79.600341,MEDIUM,VILLAGE_NAME,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,SETTLEMENT_40864,Bara gaon,0.0,MEDIUM_SUITABILITY
5677075,Educational Facility,Bhatmwali,Bhatmwali,,,Gairsain,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
1839225,Educational Facility,Hans Koti,Hans Koti,,,Narayanbagar,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,6.061,90.0,76.515,65.62,,,,MEDIUM_SUITABILITY
7215420,Educational Facility,Tharali-Town Panchayat,,Tharali-Town Panchayat,Tharali (NP) - Uper Bazaar Tharali Ward No. 3,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,6.061,75.0,76.515,63.37,,,,MEDIUM_SUITABILITY
4483317,Educational Facility,PIPALKOTI-Town Panchayat,,PIPALKOTI-Town Panchayat,Peepalkoti (NP)- Augthala Ward No.2,,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,6.061,85.0,76.515,64.87,,,,MEDIUM_SUITABILITY
1335032,Educational Facility,Charkhilgwar,Charkhilgwar,,,Karnaprayag,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.061,100.0,76.515,67.12,,,,MEDIUM_SUITABILITY
4545387,Educational Facility,Sainjilagga Maikot,Sainjilagga Maikot,,,Dasholi,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,6.061,85.0,76.515,64.87,,,,MEDIUM_SUITABILITY
1239699,Educational Facility,Devgram,Devgram,,,Joshimath,CHAMOLI,,,,,UNRESOLVED,UNRESOLVED,1,3,2,2,0,0,50,25.0,25,100.0,0.0,100.0,100.0,100.0,0.0,100.0,40.0,6.061,90.0,61.515,47.62,,,,LOW_SUITABILITY
