Data Acquisition Time,_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Telemetry Hourly Rainfall (mm),rainfall_mm_1h,rainfall_mm_6h,rainfall_mm_24h,antecedent_rainfall_mm_15d,rainfall_change_mm,rainfall_rolling_mean_3obs,rainfall_rolling_std_3obs,rainfall_change_abs,anomaly_flag,anomaly_score,anomaly_label
2026-08-13 14:00:00,6067,6067,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,47.5,0.0,0.5,0.0,0.0,1,-0.18200579287355423,NORMAL
2026-08-13 21:00:00,6068,6068,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,41.5,0.0,0.5,0.0,0.0,1,-0.17953516457487373,NORMAL
2026-08-14 05:00:00,6069,6069,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,40.5,0.0,0.5,0.0,0.0,1,-0.1800970951251008,NORMAL
2026-08-14 16:00:00,6070,6070,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-08-14 23:00:00,6071,6071,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-15 08:00:00,6072,6072,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-08-15 17:00:00,6073,6073,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.0,0.0,0.5,0.0,0.0,1,-0.18518385490495215,NORMAL
2026-08-16 01:00:00,6074,6074,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-08-16 04:00:00,6075,6075,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.0,0.0,0.5,0.0,0.0,1,-0.1845948362973887,NORMAL
2026-08-16 07:00:00,6076,6076,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.5,0.0,0.5,0.0,0.0,1,-0.18359763341574342,NORMAL
2026-08-16 15:00:00,6077,6077,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-08-17 00:00:00,6078,6078,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-08-17 07:00:00,6079,6079,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-08-18 11:00:00,6080,6080,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.0,0.0,0.5,0.0,0.0,1,-0.18518385490495215,NORMAL
2026-08-18 20:00:00,6081,6081,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.0,0.0,0.5,0.0,0.0,1,-0.18518385490495215,NORMAL
2026-08-19 03:00:00,6082,6082,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-08-19 11:00:00,6083,6083,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.0,0.0,0.5,0.0,0.0,1,-0.1845948362973887,NORMAL
2026-08-19 13:00:00,6084,6084,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.5,0.0,0.5,0.0,0.0,1,-0.18359763341574342,NORMAL
2026-08-23 20:00:00,6085,6085,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-24 05:00:00,6086,6086,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-24 22:00:00,6087,6087,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-08-25 03:00:00,6088,6088,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-08-25 08:00:00,6089,6089,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-08-25 15:00:00,6090,6090,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-25 20:00:00,6091,6091,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-26 03:00:00,6092,6092,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-26 09:00:00,6093,6093,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-27 05:00:00,6094,6094,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-27 13:00:00,6095,6095,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-27 17:00:00,6096,6096,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-28 00:00:00,6097,6097,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-28 08:00:00,6098,6098,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-08-28 15:00:00,6099,6099,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-08-28 18:00:00,6100,6100,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-29 00:00:00,6101,6101,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-29 07:00:00,6102,6102,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-08-29 13:00:00,6103,6103,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-29 17:00:00,6104,6104,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-30 02:00:00,6105,6105,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-30 09:00:00,6106,6106,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-08-31 14:00:00,6107,6107,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,15.5,0.0,0.5,0.0,0.0,1,-0.18407296770907866,NORMAL
2026-08-31 18:00:00,6108,6108,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,15.5,0.0,0.5,0.0,0.0,1,-0.18407296770907866,NORMAL
2026-09-01 00:00:00,6109,6109,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,15.5,0.0,0.5,0.0,0.0,1,-0.18407296770907866,NORMAL
2026-09-01 05:00:00,6110,6110,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-09-01 13:00:00,6111,6111,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.0,0.0,0.5,0.0,0.0,1,-0.18452502901507084,NORMAL
2026-09-01 20:00:00,6112,6112,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,16.5,0.0,0.5,0.0,0.0,1,-0.18589418655882967,NORMAL
2026-09-02 04:00:00,6113,6113,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.0,0.0,0.5,0.0,0.0,1,-0.1862321991384847,NORMAL
2026-09-02 10:00:00,6114,6114,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-02 15:00:00,6115,6115,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-02 21:00:00,6116,6116,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-03 06:00:00,6117,6117,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-03 12:00:00,6118,6118,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-03 16:00:00,6119,6119,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,17.5,0.0,0.5,0.0,0.0,1,-0.18567734598295588,NORMAL
2026-09-03 19:00:00,6120,6120,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.0,0.0,0.5,0.0,0.0,1,-0.18518385490495215,NORMAL
2026-09-04 02:00:00,6121,6121,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,18.5,0.0,0.5,0.0,0.0,1,-0.18538693029541403,NORMAL
2026-09-04 10:00:00,6122,6122,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.0,0.0,0.5,0.0,0.0,1,-0.1845948362973887,NORMAL
2026-09-04 18:00:00,6123,6123,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.5,0.0,0.5,0.0,0.0,1,-0.18359763341574342,NORMAL
2026-09-05 00:00:00,6124,6124,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,20.0,0.0,0.5,0.0,0.0,1,-0.18375282239015478,NORMAL
2026-09-05 05:00:00,6125,6125,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,20.5,0.0,0.5,0.0,0.0,1,-0.1828453130997949,NORMAL
2026-09-05 12:00:00,6126,6126,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,21.0,0.0,0.5,0.0,0.0,1,-0.18320575112568077,NORMAL
2026-09-05 22:00:00,6127,6127,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,21.5,0.0,0.5,0.0,0.0,1,-0.18309901908404524,NORMAL
2026-09-06 06:00:00,6128,6128,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,22.0,0.0,0.5,0.0,0.0,1,-0.18260933938965546,NORMAL
2026-09-06 15:00:00,6129,6129,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,22.5,0.0,0.5,0.0,0.0,1,-0.181945126287253,NORMAL
2026-09-07 01:00:00,6130,6130,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,23.0,0.0,0.5,0.0,0.0,1,-0.1814055400100752,NORMAL
2026-09-07 12:00:00,6131,6131,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,23.5,0.0,0.5,0.0,0.0,1,-0.18069841861860197,NORMAL
2026-09-08 00:00:00,6132,6132,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,23.5,0.0,0.5,0.0,0.0,1,-0.18069841861860197,NORMAL
2026-09-08 14:00:00,6133,6133,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,23.5,0.0,0.5,0.0,0.0,1,-0.18069841861860197,NORMAL
2026-09-09 00:00:00,6134,6134,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,23.5,0.0,0.5,0.0,0.0,1,-0.18069841861860197,NORMAL
2026-09-10 04:00:00,6135,6135,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,21.5,0.0,0.5,0.0,0.0,1,-0.18309901908404524,NORMAL
2026-09-10 18:00:00,6136,6136,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,21.5,0.0,0.5,0.0,0.0,1,-0.18309901908404524,NORMAL
2026-09-11 14:00:00,6137,6137,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,21.0,0.0,0.5,0.0,0.0,1,-0.18320575112568077,NORMAL
2026-09-12 06:00:00,6138,6138,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,20.5,0.0,0.5,0.0,0.0,1,-0.1828453130997949,NORMAL
2026-09-12 18:00:00,6139,6139,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.5,0.0,0.5,0.0,0.0,1,-0.18359763341574342,NORMAL
2026-09-13 02:00:00,6140,6140,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,0.5,0.5,,,19.5,0.0,0.5,0.0,0.0,1,-0.18359763341574342,NORMAL
