Data Acquisition Time,_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Telemetry Hourly Rainfall (mm),rainfall_mm_1h,rainfall_mm_6h,rainfall_mm_24h,antecedent_rainfall_mm_15d,predicted_rainfall_6h,rainfall_mm_6h_q75,rainfall_mm_6h_q90,rainfall_mm_6h_q95,rainfall_mm_24h_q75,rainfall_mm_24h_q90,rainfall_mm_24h_q95,antecedent_rainfall_mm_15d_q75,antecedent_rainfall_mm_15d_q90,antecedent_rainfall_mm_15d_q95,rainfall_score_1h,rainfall_score_6h,rainfall_score_24h,rainfall_score_15d,rainfall_score_forecast_6h,rainfall_risk_score,rainfall_risk_status,rainfall_risk_category,extreme_rainfall_flag,rainfall_alert_status
2026-08-10 02:00:00,2574,2574,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,313.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 03:00:00,2575,2575,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,18.0,,314.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 15:00:00,2576,2576,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,315.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 16:00:00,2577,2577,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,316.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 19:00:00,2578,2578,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,317.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 20:00:00,2579,2579,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,317.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-10 21:00:00,2580,2580,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,318.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-11 07:00:00,2581,2581,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,,,319.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,70.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-14 14:00:00,2582,2582,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,7.5,7.5,,,276.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-14 15:00:00,2583,2583,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,283.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-14 16:00:00,2584,2584,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,7.5,7.5,,,283.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-14 17:00:00,2585,2585,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,,,290.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-15 06:00:00,2586,2586,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,9.5,9.5,,,292.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-15 07:00:00,2587,2587,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,24.5,24.5,,,302.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-15 08:00:00,2588,2588,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,12.5,12.5,,,326.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-15 09:00:00,2589,2589,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,339.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-15 23:00:00,2590,2590,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,16.0,16.0,,,336.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 00:00:00,2591,2591,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,352.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 15:00:00,2592,2592,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,353.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 16:00:00,2593,2593,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,356.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 18:00:00,2594,2594,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,359.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 19:00:00,2595,2595,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,4.5,4.5,,,359.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 20:00:00,2596,2596,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,364.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-16 22:00:00,2597,2597,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,366.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 03:00:00,2598,2598,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,304.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 04:00:00,2599,2599,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,,,305.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 07:00:00,2600,2600,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,5.0,5.0,,,307.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 08:00:00,2601,2601,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,14.0,14.0,,,312.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 09:00:00,2602,2602,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,,,326.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 10:00:00,2603,2603,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,327.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-17 11:00:00,2604,2604,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,330.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,90.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-19 01:00:00,2605,2605,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,294.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,45.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-19 18:00:00,2606,2606,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,265.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-19 19:00:00,2607,2607,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,,,268.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-20 15:00:00,2608,2608,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,,,260.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-21 02:00:00,2609,2609,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,210.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-21 05:00:00,2610,2610,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.5,2.5,,,190.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-21 06:00:00,2611,2611,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,179.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-21 07:00:00,2612,2612,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,167.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-21 08:00:00,2613,2613,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,168.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-23 15:00:00,2614,2614,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,166.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-24 19:00:00,2615,2615,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,8.5,8.5,,,169.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-24 20:00:00,2616,2616,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,4.0,4.0,,,177.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-25 06:00:00,2617,2617,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,161.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-30 16:00:00,2618,2618,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,89.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-31 02:00:00,2619,2619,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,73.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-31 03:00:00,2620,2620,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,5.5,5.5,,,76.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-31 04:00:00,2621,2621,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,81.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-31 05:00:00,2622,2622,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,84.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-08-31 06:00:00,2623,2623,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,85.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 00:00:00,2624,2624,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,19.0,19.0,,,70.5,18.575146825396825,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 01:00:00,2625,2625,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,,,89.5,13.77881944444444,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 02:00:00,2626,2626,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,91.5,8.381063492063488,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 03:00:00,2627,2627,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,91.5,7.477916666666664,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 04:00:00,2628,2628,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,91.5,7.463194444444442,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 05:00:00,2629,2629,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,24.5,,92.5,7.355115079365078,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 06:00:00,2630,2630,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,7.0,,93.5,7.162740079365084,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 07:00:00,2631,2631,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,5.5,,93.5,7.14109656084656,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 08:00:00,2632,2632,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,7.0,,89.0,10.130380952380952,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 09:00:00,2633,2633,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,6.0,6.0,12.0,,77.0,16.315240079365083,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,10.0,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 10:00:00,2634,2634,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,10.5,10.5,21.5,,81.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,40.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 11:00:00,2635,2635,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,22.5,,89.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 12:00:00,2636,2636,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.5,1.5,22.5,,91.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 13:00:00,2637,2637,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,22.5,,93.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 14:00:00,2638,2638,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,21.0,,93.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-01 15:00:00,2639,2639,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,16.0,,94.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,20.0,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-02 14:00:00,2640,2640,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,9.5,9.5,,,95.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-02 15:00:00,2641,2641,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,6.0,6.0,,,104.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-02 16:00:00,2642,2642,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,110.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-03 13:00:00,2643,2643,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,110.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-03 15:00:00,2644,2644,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,111.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-03 16:00:00,2645,2645,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,112.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-03 21:00:00,2646,2646,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,,,109.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 08:00:00,2647,2647,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,111.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 09:00:00,2648,2648,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,112.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 10:00:00,2649,2649,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,1.0,1.0,,,115.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 11:00:00,2650,2650,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,3.0,3.0,,,116.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 12:00:00,2651,2651,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,119.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 20:00:00,2652,2652,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,118.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 21:00:00,2653,2653,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,33.5,33.5,,,119.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,70.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 22:00:00,2654,2654,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,152.5,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-04 23:00:00,2655,2655,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,2.0,2.0,,,153.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
2026-09-05 01:00:00,2656,2656,Gairsain (Ramganga),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.045,79.2855,0.5,0.5,,,155.0,,27.75,45.95,47.0,,,,283.25,313.55,321.525,10.0,,,15.0,,,PARTIAL,PARTIAL,False,NORMAL
